,country,comments,ratingbadge,ratingscore,checkin,typetripnights
27,sg,"Excellent. I’ll recommend it for families and couples. Nice hotel, very attentive staff. As our tours were very early, the hotel arranged breakfast boxes at no cost. We were celebrating our son’s birthday and the hotel arranged a cake for us, left it in our room, at no cost. One night we ate at the poolside but the restaurant were full but the staff took the trouble to set a table up for our party of 6. Everyone enjoyed the stay. Will be back.",Sempurna,"10,0",14 Jun 2019,Jalan-jalan keluarga 3 malam
28,us,"Friendliness, uniqueness, great food, family oriented",Sempurna,"10,0",10 Jun 2019,Jalan-jalan keluarga 1 malam
29,gb,Lovely pool in a hotel that is new and clean with high build quality.,Sempurna,"10,0",21 Mei 2019,Liburan romantis 4 malam
30,id,"The hotel is great and nice. Love the smell and welcome drink + cold towel after a hot day from Prambanan. The staff are great and very nice. Love the batik store.

Elevator is not very convinient. We have to go back to lobby from our room and asked for the staff to send us to the other room

Breakfast choice are great but somehow i don’t know why, it wasnt appealing. Taste is acceptable but not wow

The corner room with balcony is hell at night. Windows are not soundproof. Sounds from the street and people working was so loud, we couldnt sleep at all",Bagus,"10,0",14 Apr 2019,Jalan-jalan keluarga 2 malam
31,au,It’s an excellent hotel to stay in.,Sempurna,"6,0",5 Apr 2019,Liburan romantis 3 malam
32,id,Good hotel with local touch and food....amazing,Sempurna,"10,0",1 Apr 2019,Jalan-jalan keluarga 3 malam
33,sg,"I have been to this hotel since 2018. I never feel tired with their wonderful service. The staff always cater to your needs when it is needed. I love their menu during breakfast full of choices! 
The room is so spaciois with free drinks in the fridge and clean too!. Nice and spacios balcony with large sofa to relax.
Love their pillows too!
Experience on your own and u know what I meant!",Sempurna,"10,0",11 Mar 2019,Perjalanan bisnis 2 malam
34,sg,I have been patronized this hotel since 2018. Everytjing is good! Many choices of food! Staff always ready to serve and greet their guests. Room is spacious and clean. Free drinks from room fridge .cant describe more but gd to experience on yr own!,Sempurna,"10,0",11 Mar 2019,Perjalanan bisnis 2 malam
35,us,"Breakfast buffet was excellent!
Bed was super comfort and clean!",Sempurna,"10,0",26 Feb 2019,Jalan-jalan keluarga 1 malam
36,sg,Excellent quality of mattress & pillows. Excellent breakfast buffet. Beautiful pool. Fantastic services from the staffs.,Sempurna,"10,0",5 Feb 2019,Liburan romantis 1 malam
37,us,Amazing hotel at amazing price!! I live that in Yogyakarta the best hotels cost less than a motel in the northeast US.,Sempurna,"10,0",2 Jan 2019,Perjalanan 2 malam
38,au,Really nice hotel with good facilities. The room was lovely. Kids liked the pool and kids club.,Sempurna,"10,0",22 Des 2018,Jalan-jalan keluarga 4 malam
39,us,We love the hotel. Breakfast is great and my family enjoy the food at Summer Palace.,Sempurna,"10,0",27 Des 2018,Jalan-jalan keluarga 2 malam
40,us,"Hotel Tentrem refused to refund my money or change days of the booking when I had immigration issues.
This is poor business practice! I have emailed their head office to alert them of this injustice.",Buruk,"10,0",24 Des 2018,Perjalanan 6 malam
41,cn,Everything are perfect! For sure we’ll come again.,Bagus Sekali,"2,0",18 Des 2018,Jalan-jalan keluarga 3 malam
42,sg,Hotel is nice but the staff is very untrained. They would charge me for an extra blanket when the room was cold. The lounge would close early,Buruk,"8,0",17 Des 2018,Perjalanan 2 malam
43,sg,"Not very nice surrounding.
But after expressing my disappointment
The hotel manager addressed my concern",Bagus,"2,0",13 Nov 2018,Perjalanan 3 malam
44,id,Love 😍 my kids very happy,Sempurna,"6,0",16 Nov 2018,Jalan-jalan keluarga 1 malam
45,au,Great room and lovely staff. Very helpful and friendly,Sempurna,"10,0",13 Nov 2018,Perjalanan 2 malam
46,gb,"I am a regular customer there and surprisingly the staff can remembered me and treated me well.u name it from the front counter, spa services, porter services and breakfast front counter. They are polite and customer service oririented. They treasure customer's feedback seriously and rectify the problem immdiately. They ensure their customer is satisfy with the sevice given. Met Emdri in charge of the breakfast area.He willingly went thru about some food and in fact he went to check with chef if the food has any ingredients that I cant eat and came back to.me to explain
 Well applause. 
Moyaes is one the spa Therapist avery gd one and fully recommended if u can still hard massage.
For front counter Sevi, Nathalia & Alex are the most excellent staff and deal well customers.",Sempurna,"10,0",1 Okt 2018,Perjalanan 1 malam
47,us,"Great hotel, Great breakfast, absolutely worth it to stay",Sempurna,"10,0",3 Sep 2018,Perjalanan bisnis 4 malam
48,sg,"Surrounding has nothing much. That being said, the hotel itself has everything i need. Including some of the best food around.",Sempurna,"10,0",4 Sep 2018,Perjalanan bisnis 3 malam
49,hk,Nice hotel,Sempurna,"10,0",4 Sep 2018,Perjalanan bisnis 3 malam
50,sg,Good location. Nice hotel. Fast check-in and check-out. Excellent service. Highly recommended.,Sempurna,"9,2",23 Agt 2018,Liburan romantis 2 malam
51,gb,"We have an excellent stay at Hotel Tentrem with good service, good spread of breakfast & spacious room.
Overall, the experience is awesome.",Sempurna,"10,0",10 Agt 2018,Perjalanan 2 malam
52,gb,"Beautiful hotel, amazing service with the biggest smiles on the planet, a breakfast selection that is        S U P E R B and you would be hard pushed to beat this hotel for opulence and value! Definitely ranks as our favourite hotel in Yogya! We will most certainly be back - every time!

Delightful reception check-in and check-out  - the whole experience - faultless!",Sempurna,"10,0",2 Agt 2018,Liburan romantis 2 malam
53,us,Excellent hotel. Only the bathroom door needs to be fixed so the water from the shower wont flow outside shower. Thanks,Bagus Sekali,"10,0",3 Agt 2018,Liburan bersama teman 2 malam
54,us,"Excellent hotel. Great pool, fantastic gym, great spa, great breakfast, friendly service.",Sempurna,"8,0",30 Jul 2018,Liburan bersama teman 3 malam
55,my,Excellent experience! One of a kind that’s different from other hotel,Sempurna,"10,0",11 Jul 2018,Perjalanan 1 malam
56,id,Great Hotel with a great Atmosphere.,Sempurna,"10,0",22 Jun 2018,Jalan-jalan keluarga 1 malam
57,gb,"A very nice hotel in Jogjakarta although you cannot expect the tranquility as the hotel sit in city center. We were staying for a family vacation. Kids loves the pool. They have various breakfast menus, perhaps the most complete one in Jogjakarta.",Sempurna,"10,0",14 Jun 2018,Perjalanan 1 malam
58,in,"Tentrem was a mixed experience. The location is ok, the hotel serves a great breakfast and the spa area and pool were wonderful. What spoiled the experience was the service. The room thermostat  was set to freezing and could not be changed in-room. When we requested extra blankets for the night, they said they'd charge 650,000 IDR for each. We asked that they raise the temp and they said they would, but they couldn't do that either. Even after that, would not provide extra blankets. We had to keep switching the Ac off and on through the night to be comfortable. Seemed an oddly cussed policy and and unhelpful attitude for an otherwise great hotel.",Bagus Sekali,"10,0",2 Jun 2018,Jalan-jalan keluarga 2 malam
59,au,"One day there was no cleanesses. The hotel apoligized with a nice tastful cake.
It can happened.",Bagus Sekali,"8,0",29 Mei 2018,Perjalanan 4 malam
60,us,,Bagus Sekali,"8,0",25 Mei 2018,Jalan-jalan keluarga 2 malam
61,id,It was very nice staying in this very pleasant hotel! The room is very nice and large enough. The service is very good and very friendly. It was a great pleasure to stay here.,Sempurna,"8,0",29 Mei 2018,Liburan romantis 2 malam
62,as,Love this hotel very much. Everything and everyone is super cool. Breakfast was excellent - lots of varieties. Will definitely make a come back and recommend to my family and friends,Sempurna,"10,0",6 Mei 2018,Perjalanan keluarga
63,us,"The food is disgusting - the worst experience I have ever had, and I've traveled to over 30 countries. The staff is absurd - they don't speak English and they are confused and forgetful. The hotel is not comfortable - we set the AC low and it didn't budge past a certain temperature all night. The lights were flickering in the bathroom. The worst part? THE SHOWERS WERE COLD!! OMG do you have any idea how awful it is to deal with a cold shower? For two days in a row? WTF. The hotel was so noisy with kids screaming in the hallway and room next door, that we had to change rooms in the middle of the night. It sucked, the whole stay has been awful from start to finish. Had crappy pizza from room service two nights in a row. The food sucked.",Buruk,"10,0",26 Apr 2018,Perjalanan 2 malam
64,id,"It was a nice stay, got a late check out until 2pm",Bagus Sekali,"2,0",24 Apr 2018,Perjalanan keluarga
65,au,"Inhad wonderful time at Tentrem Hotel. The room was spacious and the bedding was top quality. 

The pool and the fitness club were top notch. They even have chilled and heated pool to boost recovery after a hard workout.",Sempurna,"8,0",7 Apr 2018,Perjalanan romantis
66,sg,"Very good overall - transfer from airport to hotel was on time and hassle free, hotel was very nice and location was good - not too noisy with some convenience nearby.  Staff assisted with tours which was helpful, some limitations through their provider.  Best to book in advance.  Good food at reasonable price.  Nice spa services, good gym and pool.",Sempurna,"10,0",30 Mar 2018,Perjalanan 3 malam
67,gb,"We arrived late and when we checked in staff tried to put up our room for another listing. Very bad. Otherwise very good hotel. Just staff needs to be professional and ethical. Really destroys our holiday mood when arrived after a flight, tired and when we check in, there's problem with our room",Bagus,"10,0",22 Des 2017,Perjalanan 1 malam
68,gb,"It's quite a nice hotel, stayed here with friends. Friends love it so much, I didn't It felt too try hard, but still overall a nice hotel. I very dislike the weird smell of their room perfume, smells funny",Bagus,"6,0",29 Nov 2017,Perjalanan 2 malam
69,us,"This hotel is stunning. The lobby is so picturesque and overlooks a beautiful swimming pool. I had coffee by the pool every morning and ate the most delicious breakfast in the restaurant, which features a smorgasbord of fine breakfast (American and Indonesian) cuisine. The rooms are terrific and clean and the staff is so warm and friendly and welcoming. You feel right at home but totally pampered the entire time of your stay. I wouldn’t consider staying anywhere else when visiting Yogyakarta and made many new friends while at the hotel and in the city.",Sempurna,"6,0",9 Feb 2018,Perjalanan 11 malam
70,my,"The room was clean overall but some of the corners in the room were dusty (eg. Balcony area, the couch area). The staffs were really helpful and polite.",Bagus Sekali,"10,0",16 Feb 2018,Perjalanan 2 malam
71,sg,"If in Jogja this is a great choice. Make sure to visit spa, it’s exellent.",Bagus Sekali,"8,0",5 Jan 2018,Perjalanan 2 malam
72,sg,Lack of food options ard the hotel. Great hotel nonetheless. Helpful and cheerful staff makes the stay great,Bagus Sekali,"8,0",1 Jan 2018,Liburan romantis 3 malam
73,gb,"very spacious rooms, very clean and highest quality fixtures. also most complete breakfast selections.",Sempurna,"8,0",2 Jan 2018,Perjalanan 2 malam
74,au,"First of all nothing compare with the manners n quality of their staff. They are super dooper friendly and polite. Huge thank you to Novi for quick response with the problem during my stay. 
The breakfast food is really yummy n huge selection. 
The room is very clean and very comfortable. The quality  and services are the best.",Sempurna,"10,0",27 Des 2017,Perjalanan 2 malam
75,as,Short holiday trip to Yogyakarta. The hotel room was nice. Breakfast was marvelous. The kids club staff is not professional.,Sempurna,"10,0",20 Des 2017,Jalan-jalan keluarga 2 malam
76,gb,"Our family member passed a way the day of check-in, we called Expedia to help cancel our reservation. Hotel said NO CANCELLATION ALLOWED. 

So, we decided to delay our sorrow and took time off for x'mas weekend. However, upon checking-in, hotel said our reservation was cancelled by Expedia, eventhough in our booking it is still confirmed.

Turned out the hotel management cancelled our reservation without our consent, and relisted our rooms for last minute sale, maybe because they think we would not show up, and they could get extra money by selling a ""No Show"" Rooms. We had to fight alongside Expedia to get our bookings reinstated. SAD! Management need to reflect upon what they did here..",Buruk,"10,0",22 Des 2017,Perjalanan 1 malam
77,as,"Wonderful time at the hotel. Although the inroom temperature was quite cold, we tried to adjust the ac, but had no luck. But overall, everything was extraordinary!!!!",Sempurna,"2,0",15 Des 2017,Jalan-jalan keluarga 3 malam
78,my,Friendly hotel staffs and wide spread of breakfast buffet spoil with many choices.,Sempurna,"10,0",13 Des 2017,Liburan romantis 2 malam
79,sg,"Very nice and comfortable hotel room and facility, the staffs are friendly and helpful. I left my bag in the taxi, and the concierge staffs able to track and get it back for me. Thank you very much for the hospitality.",Sempurna,"10,0",25 Nov 2017,Liburan bersama teman 1 malam
80,ca,"Definitely my number 1 choice if I come back to Jogja

Staff were friendly, room super clean and comfortable! Breakfast was great! 

Overall superb! Thank you for making my trip in Jogja so pleasurable.",Sempurna,"10,0",16 Nov 2017,Perjalanan 1 malam
81,as,"Amazing, Cosy & Nice foods!",Sempurna,"10,0",9 Okt 2017,Liburan romantis 3 malam
82,as,Love the smells of jamu at every corner. Will be back again.,Sempurna,"10,0",3 Okt 2017,Jalan-jalan keluarga 1 malam
83,as,"Really comfortable place to stay, the air of the entire hotel is with citronella fragrance, the smile of all the staffs, excellent breakfast, spacious room and good bedding, ...., I'm really satisfied with their services.",Sempurna,"10,0",16 Sep 2017,Perjalanan bisnis 2 malam
84,as,"The breakfast buffet was out of this world. Huge, extensive, and delicious!",Sempurna,"10,0",6 Sep 2017,Liburan romantis 1 malam
85,as,Lovely hotel with very friendly staff. Prices of food in restaurants and spa treatments are very reasonable. Love the hot tub provided in the changing room. The downside is that the live band was too loud on Saturday night coz we stayed on the second floor. The hotel should also improve on the internet speed for Smart TV coz can't really watch anything on streaming!,Sempurna,"10,0",14 Jul 2017,Jalan-jalan keluarga 3 malam
86,us,"I can't imagine a better place to stay. Great beds, amazing food.",Sempurna,"10,0",6 Jul 2017,Perjalanan 2 malam
87,jp,接客、施設ともに最高でした。プレグラも子供に大人気。,Sempurna,"10,0",25 Okt 2019,Jalan-jalan keluarga 2 malam
88,de,"Very, very helpful, friendly , honest and concerned staff.  Money change  with no extra charge and very good exchange rate (internet ex rate), no money changer or bank necessary. Breakfast on fleak, huge range of dishes - yummy, recommend buffet at hotel's Cinese Restauarant.",Sempurna,"10,0",5 Okt 2019,Liburan romantis 4 malam
89,fr,"We spent 4 night in this hotel and enjoyed the space rooms and nice pool. Special mention to the staff who was extremely friendly and helpful during all our stay. The breakfast buffet is one of the most generous we have ever seen. But the major drawback is the noisiness of the place: room have not been soundproofed well and you can hear motorbikes all night. And worst, there is a military compound 200m away who woke us up at 6:30 with yelling orders and military music....",Bagus,"10,0",20 Sep 2019,Perjalanan 3 malam
90,jp,"I relaxed at everywhere in the hotel (lobby, elevator hall, room, restaurants, poolside, etc.).",Sempurna,"6,0",9 Agt 2019,Jalan-jalan keluarga 2 malam
91,it,Hotel fantastico. Servizio perfetto. Pulizia top. Anche il ristorante è di ottimo livello. Camere con letti king super spaziose. Non manca nulla. L'unico problema è che te ne devi andare!,Sempurna,"10,0",9 Agt 2019,Liburan romantis 6 malam
92,jp,部屋は綺麗。朝食バイキングは酒類が豊富で食べきれないくらい。,Sempurna,"10,0",8 Agt 2019,Jalan-jalan keluarga 1 malam
93,it,"Hotel splendido, con tutti i confort possibili, ottima colazione e ottimi ristoranti al suo interno.
Staff disponibilissimo e SPA fantastica!",Sempurna,"10,0",28 Jul 2019,Liburan romantis 2 malam
94,jp,"レストラン
中華は最高です時間はかかりますが美味しいですよ！",Bagus Sekali,"10,0",28 Jul 2019,Perjalanan bisnis 2 malam
95,jp,ホテルの外観は大変重厚で又レセプション等も良く出来ていました。このホテルのサービス関係はスタッフ教育も良くされている様で大変満足の行く物でしたが、部屋に入って驚いたのは、隣室の音が丸聞こえ、隣には子供がいた様で、子供の高い声、泣き叫ぶ声が丸聞こえ、収納の開け閉め、椅子を動かす音もそのまま聞こえ、安いビジネスホテルの様でした。当然部屋の上階の歩く音等も気になりました。,Bagus,"8,0",14 Jun 2019,Liburan romantis 4 malam
96,kr,최고로 휼륭한 호텔이며 후회없는 선택,Sempurna,"6,0",18 Mei 2019,Liburan bersama teman 3 malam
97,kr,직원들도 친절해서 편안했음.  시설도 청결하고 위치도 좋아서 즐거운 여행이 되었음.,Sempurna,"10,0",7 Mar 2019,Liburan romantis 2 malam
98,jp,"まずロビーの天井が広く、レモングラスのいい香りが漂い、豊かな気持ちになれます。
部屋のインテリアはセンスが良く、でベッドメイキングもよかったです。シャワーヘッドに水垢が詰まり、シャワーの出が悪かったですがフロントに連絡したら新しいシャワーヘッドを持ってきてもらえました。
大きなホテルなので、朝食ブッフェはサービスが間に合っておらずデザートはほとんど残っていませんでした。",Bagus Sekali,"10,0",24 Des 2018,Liburan romantis 1 malam
99,de,Sehr edel und sehr schön...........................,Sempurna,"8,0",19 Des 2018,Perjalanan 1 malam
100,ch,"Huge hotel, big breakfast, I can recommend it!",Sempurna,"9,2",4 Nov 2018,Liburan romantis 2 malam
101,jp,SUPAのお風呂は泳げるほど広くてサウナもあり最高でした！GYMも広くて器具も多く、なによりすべて無料というのが最高です！また来ます！,Sempurna,"10,0",7 Des 2018,Liburan romantis 2 malam
102,jp,ジョグジャカルタ中心街に近い落ち着いたホテル,Bagus Sekali,"10,0",15 Nov 2018,Perjalanan 2 malam
103,jp,観光地に近い豪華なホテル！ジムやプール、レストラン、バーどの施設も素敵です。,Sempurna,"8,0",15 Okt 2018,Perjalanan bisnis 1 malam
104,jp,"near Gadjah Mada University
free minibar",Sempurna,"10,0",15 Okt 2018,Perjalanan bisnis 1 malam
105,jp,キングサイズのベッドと、大きな長ソファーでゆったりまったりし、テレビは衛星放送が色々あって、ルームサービスのお食事の種類も豊富でした。モスク が近く初日はその音量に驚きました。もう少し、ガラスが厚ければ、さほどでまないのかもしれませんね、あと、朝食はとっても美味しいかったです。,Sempurna,"10,0",30 Sep 2018,Jalan-jalan keluarga 2 malam
106,jp,"ジョグジャカルタに初めて来て、こちらのホテルに2泊しました。
当然に有名なホテルらしく、空港からの個人タクシーには名前だけで伝わりました。事前にチェックした写真以上にホテルのプールは美しく、プールサイドでゆったり過ごすにはいい雰囲気でした。
オバマ元大統領などの著名人もたくさん泊まっているようで、ホテルの格式としては十分と思いました。一階のラウンジで22時過ぎに食事をとりましたが、飲食メニューは充実していて、味も抜群でした。ラウンジでは生演奏の歌手が心地よく歌声を響かせていました。
朝食ビュッフェの品ぞろえも最高で、飽きることなく食べることができました。しかも、ラインナップはインドネシアの地元料理系のアレンジ料理が中心だったので、現地料理をいろいろ味わえたという満足感もありよかったです。
ホテルの部屋も広くて、ドアを開けた第一印象は抜群でしたが、残念なのは掃除のレベルでした。部屋の隅々や、バスルームなどの水場の足元周辺は掃除が不十分で、やや気になるレベルです。年数を重ねたらもっと良くない状態になりそうでした。
全体の印象としては、どこかの西洋風な高級ホテルというよりは、地元感が残っている最高級ホテルという印象で、とても満足できました。",Bagus Sekali,"10,0",13 Sep 2018,Perjalanan 2 malam
107,tw,"Be aware of the taxi service that the hotel arranged for the customer. Other than that, the overall experience is excellent!",Sempurna,"8,0",18 Sep 2018,Perjalanan bisnis 1 malam
108,de,"Nettes und neuwertiges Hotel, Zimmer etwas hellhörig, großartiges Frühstück",Bagus Sekali,"10,0",11 Agt 2018,Perjalanan 2 malam
109,jp,値段の割に高級感がありオススメのホテルです,Sempurna,"8,0",11 Agt 2018,Jalan-jalan keluarga 1 malam
110,jp,"コスパの良いホテルです。
夜ごはん+ビール2杯で3000円もあれば足りるので、
ホテルで食べる御飯としては安いと思いました。",Sempurna,"10,0",11 Agt 2018,Perjalanan 3 malam
111,tw,飯店本身很好，但早餐餐點稍嫌不夠美味，附近的環境不太好，不太敢在外面任意走動,Sempurna,"10,0",9 Jul 2018,Perjalanan bisnis 2 malam
112,fi,"Upea, ylellinen hotelli erittäin kohtuuhintaisesti",Sempurna,"10,0",3 Mei 2018,Perjalanan 10 malam
113,jp,コストパホーマンスが高く、非常に満足度の高いホテル,Sempurna,"10,0",7 Mei 2018,Perjalanan keluarga
114,co,Excelente,Sempurna,"10,0",3 Apr 2018,Perjalanan romantis
115,jp,"Overall, it was quite good.
Only one request is that it'd be nice if juices selection at breakfast buffet becomes fresh one.",Bagus Sekali,"10,0",28 Mar 2018,Perjalanan bisnis
116,jp,清潔でスタッフもフレンドリー、朝食も種類多く美味しかった。欧米人が少なくプールを利用する人はいませんでした。ほぼ独占。日本人にオススメのホテルだと思います。マリオボロへの無料シャトルバスの乗り方がアナウンスされておらず分かりにくかったのが残念。,Sempurna,"8,0",21 Feb 2018,Liburan romantis 2 malam
117,kr,방도 괜찮고 조식도 매우 만족스러웠어요,Sempurna,"10,0",4 Feb 2018,Perjalanan bisnis 4 malam
118,kr,전반적으로 만족할 만큼 좋은 호텔이었음,Bagus Sekali,"10,0",2 Feb 2018,Perjalanan bisnis 6 malam
119,kr,"수영장은 직접 이용해본 결과 외관상 멋있고 이용에 불편함은 없으나 수질이 정말 깨끗한지 아닌지에 대해서는 정확히 평가하기가 곤란하네요. 테니스장의 경우 원포인트 레슨을 받았는데 제 개인적으로는 정말 맘에 들었습니다. 다만, 빌린 라켓의 경우 그립이 오래되어 다소 아쉬운 점은 있습니다. 헬스장이나 사우나시설은 직접 이용해보진 않았지만 무료로 주변에서 괜찬은 평을 하는 것을 들었습니다.",Sempurna,"8,0",3 Feb 2018,Perjalanan bisnis 5 malam
120,jp,"従業員の態度も素晴らしかったです。
何より朝食バイキングの品数の多さにびっくり！！
そして皆美味しかったです。",Sempurna,"10,0",14 Jan 2018,Perjalanan 1 malam
121,br,"Ótimo custo beneficio. Hotel luxuoso, limpo, atendimento bom, café da manhã muito caprichado. Só incomodou um pouco a quantidade grande de hóspedes, mas devido ao tamanho grande do hotel. Não sei dizer sobre itens de lazer pois ficamos pouco tempo e não tivemos tempo para aproveitarmos a piscina e o parquinho para crianças.",Bagus Sekali,"10,0",18 Des 2017,Jalan-jalan keluarga 2 malam
122,jp,"朝食は種類も多く、美味しく大変満足できる。トイレ、浴室の構造、水周り、排水漏れ等に難点が
あるが、費用も安く、全体的には満足できる。ロケーションがあまり良くなく、タクシーも呼んで
利用できるなど利便性に問題あり。ホテルの車は安くて親切だった。",Bagus Sekali,"8,0",13 Nov 2017,Liburan romantis 3 malam
123,nl,"As soon as you arrive there, you smell the Javanese flowers and spices which make you feel so fresh... The ambiance and decorations, also the food in the restaurants tell you you're in Jogya, central Java.",Sempurna,"8,0",22 Jul 2017,Perjalanan 4 malam
124,nl,Hotel Tentrem reflects real Central Javanese culture and environment. I feel at home there...,Bagus Sekali,"10,0",17 Jul 2017,Perjalanan 2 malam
125,id,,Sempurna,"8,0",5 Feb 2020,Perjalanan 1 malam
126,id,,Sempurna,"10,0",24 Des 2019,Perjalanan 2 malam
127,id,,Sempurna,"10,0",8 Des 2019,Jalan-jalan keluarga 2 malam
128,gb,,Bagus,"10,0",8 Okt 2019,Perjalanan 3 malam
129,jp,,Sempurna,"6,0",29 Jul 2019,Perjalanan 2 malam
130,au,,Sempurna,"10,0",24 Jul 2019,Perjalanan bisnis 2 malam
131,id,,Sempurna,"10,0",15 Mar 2019,Perjalanan 3 malam
132,id,,Sempurna,"10,0",26 Jun 2019,Jalan-jalan keluarga 2 malam
133,kr,,Bagus Sekali,"10,0",14 Jun 2019,Perjalanan bisnis 1 malam
134,us,,Bagus Sekali,"8,0",15 Jun 2019,Liburan romantis 3 malam
135,id,,Sempurna,"8,0",1 Jun 2019,Jalan-jalan keluarga 1 malam
136,sg,,Sempurna,"10,0",1 Jun 2019,Jalan-jalan keluarga 2 malam
137,sg,,Sempurna,"10,0",17 Mei 2019,Liburan bersama teman 3 malam
138,us,,Sempurna,"10,0",27 Apr 2019,Perjalanan 5 malam
139,jp,,Sempurna,"10,0",30 Apr 2019,Perjalanan 2 malam
140,au,,Sempurna,"10,0",9 Apr 2019,Perjalanan 2 malam
