,country,comments,ratingbadge,ratingscore,checkin,typetripnights
12,sg,"Overall review is can stay but don’t put your expectation in the way that’s five star hotel 
Pos:1) staff are very nice 2) breakfast is quite nice 
Cons 1) quite far from malioboro street, definitely not 3 mins walk 2)Furnitures are very old, room is dark inside
3) bathroom is quite small 4) king size bed is just put two single bed together",Bagus,"10,0",26 Sep 2019,Jalan-jalan keluarga 3 malam
13,us,Great historic hotel.  Staff are extremely friendly,Bagus Sekali,"6,0",15 Sep 2019,Perjalanan 2 malam
14,us,"The Javanese charm and the breakfast selection. The room is beautiful and the overall decor throughout the hotel is amazing. I noticed that some of the furniture, particularly the sofas in our suite are a bit run down. Perhaps time to change the upholstery. Would be great if they can add several electronic outlets for charging. The ones provided are for floor lamps and if we unplug those to charge our phones, the room will be dark. Either more ceiling lights or additional outlets.",Sempurna,"8,0",8 Sep 2019,Liburan bersama teman 2 malam
15,us,"We thoroughly enjoyed our stay here while visiting Yogya. Everything was perfect. We only wished we could have checked in earlier since we arrived at 6 am by train from Jakarta. When we returned from breakfast, we were able to use the pool until it was time to check in. The room was nice with a balcony overlooking the center courtyard. It wasn't super big, but the bed was very comfortable. The most memorable part was the breakfast spread that rivaled the best that I've had in the world. It was endless and highly highly recommended.",Sempurna,"10,0",3 Agt 2019,Perjalanan 1 malam
16,au,A Big No No for those who are claustrophobic. The shower space is 1/12 m by 800 cm space blocked by wall expect a small gap ( door) covered by a glass door which we found  with full of soap sud (Room 340). The changed room 244 was no better. The toilet commode allow you 10/15 cm space on the front and 5/7 cm on the right. I am an Asian. And I needed to squeezed myself while using it. So no to people having claustrophobia.,Biasa,"10,0",22 Agt 2019,Liburan romantis 3 malam
17,sg,"The swimming pool very clean and well maintained. It is shielded from the sun, open early and closes late at night, hence easy to take a swim despite tight schedule. The place also has very beautiful art pieces",Sempurna,"4,0",21 Agt 2019,Liburan romantis 3 malam
18,jp,"This was my second time staying at Phoenix Hotel.
The first time was great, everything was perfect. 
Not sure if they've changed the hotel management but this time both the service and room were bad.",Biasa,"10,0",21 Agt 2019,Liburan romantis 1 malam
19,sg,"The ambiance of main dining area around the open air garden is great and i enjoyed having breakfast there.  I also enjoyed a wide variety of food and drinks at the breakfast buffet. 
I understand that the building is old and hope the bath room facility to be renewed for better functional shower.",Bagus Sekali,"4,0",10 Agt 2019,Liburan bersama teman 2 malam
20,sg,The staff’s behavior upon checking in was what made staying here terrible. They seem to prefer giving their undivided attention to a certain group of race as compared to others. Everyone who came after us were receiving their keys and even getting free upgrades when I paid for that bigger room and was asked to wait every time I enquired about our room. We only got our room 1.5 hours after the check in time and the manager even mentioned that the staff at the reception messed up our booking. This entire ordeal was rectified after they switched us from a dilapidated room and view to the actual room we booked. Sofitel you need to get your check in system right and not treat after guests better than the rest because racism or favoritism is completely unacceptable in the service industry and in this day and age!,Biasa,"8,0",7 Agt 2019,Jalan-jalan keluarga 3 malam
21,sg,Very old property and poorly maintained despite being part of Sofitel !,Biasa,"4,0",2 Agt 2019,Jalan-jalan keluarga 2 malam
22,au,"Beautiful heritage hotel with old world charm. It is located in a convenient area and provided a good base for sightseeing. I stayed in the deluxe room with pool view. The room is a nice size with a small balcony overlooking the pool. Noise from the pool area can be heard in the room when the pool is busy but it is not a concern at night. The room is a little dated - mainly the bathroom. The towels and bedlinen are old and grey from over use. The bedlinen had stains on them. Not really 5 star standard. Both towels and bedlinen should be replaced with new ones. They are also very stingy with the complimentary water. Only 2 small bottles are provided per day which is not really enough. At night there was a loud constant humming sound in the room. It was not from the air conditioner as I turned it off. I couldn’t work out where it was coming from. I didn’t have a good night sleep my whole stay as a result. The breakfast selection is ok, nothing special. The restaurant menu is very limited. Overall I had a nice stay at this hotel due to the friendly staff and the beautiful character features which I never got tired of seeing each day.",Bagus Sekali,"4,0",28 Jul 2019,Perjalanan 3 malam
23,gb,"Piękny , butikowy hotel jak z dawnej epoki w samym centrum Jogakarty. Urozmaicone śniadanie przy muzyce na żywo, posiłki w restauracji trochę drogie , słaby internet.",Sempurna,"8,0",25 Jul 2019,Jalan-jalan keluarga 2 malam
24,us,"The hotel is so nice. Staff so so friendly and helpful. Nice facilities - pool, restaurant and so on. Food was very good. Would definitely recommend this hotel. For location though, it feels like it’s in the middle of nowhere. But no noise from street and staff can arrange transfers or day trips.",Sempurna,"10,0",14 Jul 2019,Liburan romantis 2 malam
25,us,Cooking class experience with Risman was incredible.,Sempurna,"10,0",6 Jul 2019,Jalan-jalan keluarga 5 malam
26,sg,Staff were super-lovely and helpful. The rooms are small but functional. The shop is not very good. The food was good and the service was great. The bathrooms could do with an upgrade. A french press for nice coffee rather than instant coffee would make the morning much better.,Bagus,"10,0",4 Jul 2019,Liburan romantis 2 malam
27,us,"Excellent location, very good matmosphere, nice old style set up",Sempurna,"6,0",28 Jun 2019,Liburan bersama teman 1 malam
28,sg,The room wifi connection is bad and i have seek help with the front office so many times but issue not resolved. I have to stand along the corridor for my internet access.,Biasa,"10,0",25 Jun 2019,Perjalanan 2 malam
29,gb,"The hotel looks lovely and the staff are very welcoming but the hotel is very tired. Stupid things like the WiFi not working, an awful restaurant and badly maintained rooms really let the hotel down.",Biasa,"4,0",25 Jun 2019,Liburan romantis 4 malam
30,us,Not as close to Malioboro as it advertises. Rooms were tiny. Breakfast was OK. Maybe try to stay in the newer tower if you must stay here. Otherwise I’d recommend the hotel 101 or Harper hotel if you want to be on Malioboro.,Bagus,"4,0",18 Jun 2019,Jalan-jalan keluarga 4 malam
31,us,"This is one of the worst stays I ever had. Upon check in, I noticed that the hotel is overlooking a very active road, so I figured the rooms overlooking the road will be very noisy. I asked for a quiet room on the other side of the hotel, which they supposedly gave me... It was worse!! The floor was shaking every 10 seconds like in an earthquake ALL NIGHT, just like the hotels which are top of a metro station... This meant zero sleep all night. The hotel is very old, and the overall feeling is like time stopped 80 years ago. NOT recommended!",Buruk,"6,0",31 Mei 2019,Perjalanan 1 malam
32,my,Everything!,Sempurna,"2,0",23 Mei 2019,Liburan romantis 3 malam
33,sg,"The decor was beautiful. Has a pool, spa and gym too. Room service was excellent and fast. Food tasted not too bad, probably one of our better meals. 24 hours desk and taxi stand was handy for our early check out.",Sempurna,"10,0",17 Mei 2019,Liburan romantis 2 malam
34,au,"The Phoenix is a beautiful hotel with an elegant combination of Javanese elements and colonial style. The location was ideal, given its easy accessibility to Malioboro Street and surrounding tourist areas in the city. The hotel is cool, clean, and tidy and the courtyards and pool are beautifully presented and maintained. The staff were always welcoming, helpful, and kind. 
The food at the restaurant (and the room service!) was delicious with a different themed buffet each night and many a la carte options. The restaurant had both Indonesian (including Yogyakarta specialties) and international options. Breakfast was sublime with an array of different delicacies to try and live gamelan provided a relaxing atmosphere.
We will absolutely stay at The Phoenix again when visiting Yogyakarta in the future.",Sempurna,"10,0",4 Mei 2019,Liburan romantis 3 malam
35,my,"I love when they setup twice our room, morning and evening. What i dont like, i have to request change new towel everyday and they only provide bathrob for 1 pax, and later on they took away. Other than that, its a good hotel.. i love the staff very friendly..",Bagus Sekali,"10,0",25 Apr 2019,Liburan bersama teman 4 malam
36,ie,The room waas too noisy at night ( noise from the cars).,Bagus Sekali,"8,0",26 Apr 2019,Perjalanan bisnis 4 malam
37,sg,"The staff were very attentive and friendly, the property has a strong colonial vibes and atmosphere. Facilities were a bit more old but overall a good stay!",Bagus Sekali,"8,0",16 Apr 2019,Liburan bersama teman 1 malam
38,ca,"we enjoy our stay here. on the first nite, hubby coudnt sleep becos of the noice from the roadside. after changed our room we are happy with it",Bagus Sekali,"8,0",16 Apr 2019,Liburan romantis 3 malam
39,au,"Friendly, helpful staff. Beautiful view over pool. Excellent location",Sempurna,"8,0",5 Apr 2019,Jalan-jalan keluarga 7 malam
40,id,,Sempurna,"10,0",28 Mar 2019,Liburan bersama teman 1 malam
41,us,"The hotel staff was excellent, very attentive and made my stay comfortable. Would definitely stay again!",Sempurna,"10,0",28 Mar 2019,Perjalanan 2 malam
42,us,"It’s an old unique colonial style hotel with distinct Javanese feature.
It’s a heritage hotel that blend with Jogjakarta which is full of history and heritage.",Sempurna,"10,0",12 Mar 2019,Jalan-jalan keluarga 3 malam
43,us,Beautiful building with all great facilities and a great location.  Staff was very helpful and friendly,Sempurna,"10,0",7 Mar 2019,Perjalanan bisnis 2 malam
44,sg,Very nice hotel with interesting architecture.  The pool with the balconies was as nice as it looks in the pictures.  The food was good and the staff were friendly.  There was also a nice bar with a happy hour.,Bagus Sekali,"10,0",2 Nov 2018,Liburan romantis 3 malam
45,us,"Beautiful old building, nicely restored.  Good location. Very helpful and responsive staff.",Sempurna,"8,0",25 Feb 2019,Jalan-jalan keluarga 3 malam
46,sg,"A beautiful authentic colonial hotel with full of historical stories behind. This hotel has got a big room with balcony,  it has a nice swimming pool and a spa.
It is a 15-min walk to the night Market. There is also  nice restaurant across the road called "" Madam Tan"" i strongly recommend.",Bagus Sekali,"10,0",15 Feb 2019,Jalan-jalan keluarga 3 malam
47,sg,Room too small and looking over at some peoples house snd roof.,Biasa,"8,0",17 Feb 2019,Jalan-jalan keluarga 2 malam
48,us,"If you come to Yogyakarta and don't stay here you have already made a terrible mistake. Opulent hotel, incredible value, and remarkable service. Location perfect!",Sempurna,"4,0",10 Feb 2019,Liburan romantis 3 malam
49,my,The tentativeness of every staff in this hotel amazed me. I love my stay here and will definitely come back again,Bagus Sekali,"10,0",10 Feb 2019,Liburan romantis 1 malam
50,sg,We had high expectations on this hotel from all the positive reviews however nothing lived up to our expectations. It looks great on pictures but in reality it´s more like a 3-star hotel in terms of service and room quality.,Biasa,"8,6",4 Feb 2019,Liburan romantis 1 malam
51,us,"Hotel is in good location, nice heritage view inside hotel, we spent good time shooting photos in hotel. What frustrates me is the soft bed mattres that caused my back ache, the aircon in room doesn’t work until we called room service for 3 times. Breakfast is good with many varieties, the Chinese New Year eve buffet was below my expectation. Overall, rooms for improvement to be a real 5 star hotel.",Bagus,"4,0",1 Feb 2019,Jalan-jalan keluarga 4 malam
52,sg,The service was really impeccable. The service staff even remembered where we sat in the restaurant.,Bagus Sekali,"6,0",5 Feb 2019,Perjalanan 3 malam
53,us,"I hated the obligatory ‘music’ which you can’t get away from. It’s loud and from early evening till after 10.00pm. Not only does it fill the dining area but it comes loud into your bedroom.The swimming pool is the best place for quiet at night. 
There were very few people eating here. I guess they fled the noise!
There’s a general feeling of over anxiety to please, so Î guess thé compulsory music comes under that heading. If you go to thé bar to get away, there’s canned music there, and then - at about 7.00pm - mixed. synthesised music started up!",Bagus,"8,0",24 Jan 2019,Perjalanan 2 malam
54,ca,A wonderful faculty and the staff is very friendly and accommodating.,Sempurna,"6,0",23 Jan 2019,Liburan romantis 3 malam
55,my,Hotel with very friendly staff,Bagus Sekali,"10,0",9 Jan 2019,Perjalanan 1 malam
56,us,"Spacious and stylish, overall well maintained. Very friendly and helpful staff.
Corridors are noisy. Access to pool for small children at 6:30am inevitably causes early wake-up for everyone.",Bagus Sekali,"8,0",27 Des 2018,Perjalanan 5 malam
57,sg,"Hotel is quite nice and incredible value with courteous staff. The breakfasts are very good and were included in our hotel stay as inclusive. The only downside was that we found the evening buffet to be a bit disappointing considering the breakfast, pool area and rom service was so very tasty.",Sempurna,"8,0",3 Jan 2019,Jalan-jalan keluarga 3 malam
58,us,The Phoenix Hotel is a beautiful facility. The staff are friendly and helpful. The breakfast buffet had a great deal of variety and was delicious. We also enjoyed an evening dinner buffet. The only very minor issues were the bed was a bit hard and the soap and shampoo holder in the shower is poorly designed resulting in the bottles falling and cracking (so we gave up on it and put the bottles and soap on the floor).,Sempurna,"10,0",26 Des 2018,Liburan romantis 5 malam
59,us,"Paid in full for a queen size bed 4 months prior to trip and arrived at hotel at 12pm only to be given a twin bed joined together after promptly waiting until 2pm to check in. This is an extremely bad way to do business, especially for a 5 star hotel.  

Air conditioning was bad. Left us sweating two whole nights. We were very happy to leave this place. 

However, it has to be noted that the staff were exceptional in their service.",Bagus,"10,0",28 Des 2018,Jalan-jalan keluarga 2 malam
60,sg,Charming and friendly. Good location for sightseeing and local attractions,Bagus Sekali,"6,0",25 Des 2018,Perjalanan 3 malam
61,sg,Dead cockroach in the room. Sheets were not changed because I found the same stain at the same place for the 2nd night in the room. Faulty lights that cannot be switched on after switching off. Faulty aircon that cannot be switched on after switching off. Faulty toilet flush that doesn't flush anymore after flushing once. Lots of insects in the room.,Buruk,"8,0",23 Mei 2018,Perjalanan 4 malam
62,gb,"A wonderful hotel that has all the comforts and level of service of a top rate hotel but at a very reasonable cost
The staff are exceptionally helpful and you do feel as if you are actually welcome
There is a great choice of dining including authentic Indonesian cuisine",Sempurna,"2,0",14 Des 2018,Perjalanan 7 malam
63,sg,"Very good service, great breakfast spread. Complimentary drinks and responsive room service.",Sempurna,"10,0",12 Des 2018,Perjalanan 3 malam
64,us,"Southeast Asian Colonial architecture give this hotel character while offering amenities that are second to none: pool, spa, bar, restaurant, room service, etc. Staff speaks English and are always there to greet you and willing to help to make your stay comfortable. Hands down, I will stay here when I return to Yogyakarta.",Sempurna,"10,0",14 Des 2018,Perjalanan 4 malam
65,us,"This was a perfect home base for us during our brief tourist visit to Yogyakarta. Hotel highlights included a warm welcome by the staff, who served us tea and local treats in the hotel's ""living room;"" a very comfortable guest room overlooking the lovely swimming pool; a  vast and delicious breakfast buffet; and the very friendly, smiling and welcoming nature of the entire staff. We loved our stay there and I would definitely recommend The Phoenix to other travelers visiting the area.",Sempurna,"10,0",11 Des 2018,Perjalanan 2 malam
66,sg,I love this place! In the centre of Yogyakarta. Confinient,Sempurna,"10,0",13 Des 2018,Perjalanan 3 malam
67,ph,Staff were very friendly and helpful. The ambiance of the entire hotel is unique and gives an old world aristocratic charm.,Sempurna,"10,0",3 Des 2018,Perjalanan 3 malam
68,us,"Very disappointing over rated hotel that seems to be riding in its past glory........ definitely not recommended if you are expecting a true 5 star experience.... Right from the check-in to the quality. of the rooms, this would rate no more than a 2.5 or 3 star......
Check-in took about 45 mins of waiting for the receptionists (not the friendliest) to check, then disappear with the passports, and then ask us to wait in the lobby! ...... fast forward to 25 mins later, still no sign...... then we get our key, but no passports till we ask for it..... then the deposit of 300000 (not a whole lot, but not done in a manner that warrants a '5star'..... :) 
Room was super small and noisy....... old cheap furniture and shoddy lamps.... moldy and super tight bathrooms...... only saving grace was the breakfast...... quiet a good spread with attentive wait staff......
Would definitely NOT recommend",Biasa,"10,0",8 Des 2018,Liburan romantis 1 malam
69,sg,The hotel is nice but the room is very noisy because of the aircon and the cars/motos from street..,Bagus,"4,0",22 Nov 2018,Perjalanan 2 malam
70,sg,"Staff are excellent very attentive to details. Welcome snacks in room was infested with ants, however it didn’t affect the overall experience. Great hotel!",Sempurna,"6,0",20 Nov 2018,Perjalanan 3 malam
71,sg,The building Is so beautiful and location is good. This is the second time I stayed here and I am sure this is the only hotel I like to stay when I am in Jogjakarta. The breakfast buffet with its traditional and international spread are truly tempting.,Sempurna,"10,0",10 Nov 2018,Perjalanan 1 malam
72,us,"A wonderful hotel ! Superior service, lots of style, great pool, great food. A must if you want to visit Borobudur and buy batiks !",Sempurna,"10,0",15 Nov 2018,Liburan romantis 2 malam
73,sg,"Housekeeping fell short of 5-star hotel. No bath robes provided in the room and it took them 1 day to bring the bathroom to our room. 

We stayed in room 127 and it was BBQ Friday night, the day we arrived (2/11). Our room smelt of charcoal grill and greasy smoke. Other than the smoke, the location of the room is close to the reception and main door.",Bagus Sekali,"10,0",2 Nov 2018,Perjalanan 2 malam
74,sg,The breakfast was superb with a lot of varieties. The staff was very helpful and courteous. The gym is fully equipped which is a big surprise and the hotel is kept very clean. Kudos to all the staff for keeping this hotel great. Highly recommended you will not regret the experience.,Sempurna,"8,0",1 Nov 2018,Perjalanan 3 malam
75,au,"Nice hotel in close proximity to all facilities
Hotel staff were excellent and attentive to every need",Sempurna,"10,0",2 Nov 2018,Perjalanan 4 malam
76,us,"It is not so big, so you are never lost in the crowd. Service is excellent.",Sempurna,"10,0",31 Okt 2018,Perjalanan 3 malam
77,my,Lovely historic hotel with an old world elegance and charm,Sempurna,"10,0",27 Okt 2018,Perjalanan 5 malam
78,us,"Beautiful hotel. The rooms were spacious and clean. Although the beds could have been a little more comfortable (I prefer a softer mattress). They have a great happy hour in the bar, which we enjoyed before dinner. The dinner buffets were delicious with a wide variety of food offered.  The pool is in a little courtyard, very cute and relaxing.",Sempurna,"10,0",8 Okt 2018,Liburan bersama teman 2 malam
79,gb,This hotel was one of the best my family had been in. The staff were very friendly and helpful.  The rooms were clean and comfortable and the facilities were excellent. The hotel buffet was very good and the whole experience simply great.,Sempurna,"10,0",13 Okt 2018,Perjalanan 4 malam
80,us,"My first trip to Yogyakarta was really enjoy , especially the hotel staffs are very friendly and helpful , great staffs great smile always .",Sempurna,"10,0",7 Okt 2018,Perjalanan 4 malam
81,us,"All was good except one particular set meal in the menu (Yogyakarta Special)..  The Fish is too Salty, the Chicken is too dry and tasteless.. 🙁",Sempurna,"10,0",7 Okt 2018,Perjalanan 3 malam
82,sg,Hotel staff very helpful and friendly,Bagus Sekali,"10,0",30 Sep 2018,Jalan-jalan keluarga 3 malam
83,sg,"Clean, modern hotel in a grand refurbished old mansion. Good location, good facilities, good service.",Bagus Sekali,"8,0",13 Sep 2018,Perjalanan 3 malam
84,us,Very charming place and we were really happy with our selection. Great location for visiting the palace (tuk tuk ride or walk away) and the temples. Staff was very nice and friendly and helpful. Balcony overlooking the pool is really relaxing as is the whole feel of the hotel. The open area to lounge and dine in is so nice and you feel like you are completely away from the busy city of Yogya. Bed was comfy and room was a good size. Our only complaint would be the small bathroom sink and our shower did not drain very well. But overall we would stay again and were very happy with our selection.,Bagus Sekali,"8,0",3 Sep 2018,Perjalanan 2 malam
85,sg,Nice boutique hotel with colonial charm. Staff were helpful. Hotel provided excellent local snacks and breakfast items. Room and toilet size quite small and fixtures rather old. Overall excellent value for money.,Bagus Sekali,"8,0",4 Sep 2018,Perjalanan 4 malam
86,my,"Beautiful, heritage style hotel. The staff were attentive and the location was great.",Sempurna,"8,0",31 Agt 2018,Perjalanan 3 malam
87,us,"Hotel architecture is very nice, it has an atmosphere of colonial. Staff is friendly and ready to help. Food is ok, but service at the pool is pretty bad, I will recommend not ordering food at the pool, just beverages. Rooms are a bit noisy, We stayed on the front building, near the restaurant and at 10pm you still hear a lot of cutlery crashing. Better to ask for Grab that using the hotel to airport transfer, 3 or 4 times more expensive. There is a nice cafe, 100 meters from the hotel, name Tanamera and is very nice option. Make sure that you leave your ""make the room"" label exhibit, otherwise you may come back at noon and your room may not be cleaned yet.",Bagus Sekali,"10,0",22 Agt 2018,Perjalanan 4 malam
88,sg,"We stayed 4 nights during the peak travel period of early August when the hotel was fully booked most if not all days. The hotel itself is grand and beautiful though the staffs were obviously stretched to their limit due to the number of guests, and the check in experience was not good. The room was a bit small but very clean and nicely decorated, though it's age is showing at places like chipped doors and leaky shower pipe. The bed was fantastic though, and we had very restful sleeps. Service is generally great (once we were able to check in) with smiles and greetings all around. The swimming pool is a bit on the small side; the spa is nice though a bit pricey; the gym is small but very well equipped. Breakfast was nice with a good spread and we did not get bored after 4 days. What we like best is that in a city where almost everyone smokes like a chimney, the hotel is generally smoke free (except for the outdoor area).",Bagus Sekali,"8,0",7 Agt 2018,Perjalanan 4 malam
89,us,Incredible friendly staff. Beautiful property. Excellent Location.,Sempurna,"8,0",20 Jul 2018,Perjalanan 11 malam
90,us,"The Staff is very friendly. The service, the food, the kindness of the people, everything was excellent!",Sempurna,"10,0",14 Jul 2018,Perjalanan 2 malam
91,my,"It's g grand hotel with beautiful settings. All the staffs are very friendly and eager to help you. The room is tastefully decorated, however if you stay in the main complex, you can't deny that the oldness of the room. Especially, the bathroom looked outdated with an old bath tub. 

The house keeping is using a dirty old bloom to sweep room floors. Seeing it was a big disappointment for me. 


However, the rest was excellent! I think if you can stay in the newer complex facing the pool, it would be much better.",Sempurna,"10,0",5 Jul 2018,Perjalanan 2 malam
92,us,"Not far from malioboro street, Got an upgrade to pool view room. 
Try 1 hour body massage which is good.",Sempurna,"10,0",27 Jun 2018,Perjalanan 1 malam
93,sg,"Underwhelming. Thought I was staying at a 5-star and basically the nicest hotel in town. Well if that was it, would hate to see what a 3 star looked like!",Bagus,"10,0",26 Mei 2018,Perjalanan 3 malam
94,sg,"It’s a grand old lady that’s beautifully maintained and conveniently located, not too busy, walking distance from the Centre.",Sempurna,"6,0",17 Mei 2018,Liburan bersama teman 2 malam
95,sg,Hotel is located within city area and walking distance to Malioboro Street about 700 meters. Hotel's staff are amazingly friendly and helpful ! Rooms are clean and spacious with a small pool located at another wing. Breakfast is decent but would be nice if they can rotate the menu instead the same daily. There's also a lounge serving wine and cocktail with a DJ spinning nightly. We were there for 5 days so overall very happy with our stay and strongly recommend for its nostalgic environment and friendly service.,Sempurna,"10,0",9 Mei 2018,Perjalanan 4 malam
96,us,Pool facing rooms are excellent. We moved from east side city-view room which was extremely noisy at about 4-5 a.m. and sunny and hot in the morning.,Bagus Sekali,"10,0",2 Mei 2018,Perjalanan 2 malam
97,sg,"Room is nice, great selection and quality for breakfast buffet, staffs are very polite and helpful. Location is great too, 10-15mins walk to Malioboro and quite central to the tourist sites.

However, although housekeeping came everyday but the sheets and towels aren't changed as there was stains on one of the pillows and it was there after every house keeping, towels was where we left them on the hangers and floor feels dusty as well.

The aircon was quite loud, which is topped by the traffic noises and restaurant noises is a problem for a light sleeper.",Bagus Sekali,"8,0",26 Apr 2018,Perjalanan 4 malam
98,us,but inconvenience setting ... traffic construction etc,Bagus Sekali,"8,0",21 Apr 2018,Perjalanan 2 malam
99,sg,"Awesome place and very friendly staff..loved it
We stayed there for 4 nights..the first room had ants and shower was not working, however staff immediately got it changed and then it was all perfect..highly recommended",Sempurna,"8,0",15 Apr 2018,Perjalanan 4 malam
100,sg,"Sheets although smells clean, there were stains. Overall experience and quality was rather disappointing for a 5-star hotel... but the worst was the breakfast box that was given as we need to catch a morning flight and couldn't make it for the buffet breakfast (which was very good).

Stale bread, very artificial ""orange juice"", bits and bobs thrown in and most disappointing, an over-ripe, soon-to-be-rotten banana.... had to throw most of the breakfast away. This is very disappointing compared to what others were getting from their hotels...",Biasa,"8,6",9 Apr 2018,Perjalanan romantis
101,my,"Beautiful style hotel, comfortable beds, clean room, rooms are quite small and basic. Buffet breakfast is good, A la carte is better than Buffet for dinners. Decor in Bar is old fashioned. Frustrating experience trying to get plain tap water at dinner, they refused to give it to us despite other people getting jugs of tap water at dinner, and tap water being served at the pool area for free. Similar penny pinching happened in the bar, the Margarita was made with local tequila which was disgusting, I was told this was a management decision. Given the ranking of the hotel and the price charged over all this was not acceptable. Wifi was unreliable.",Bagus Sekali,"4,0",3 Apr 2018,Perjalanan keluarga
102,sg,"the staff members are so friendly and really made our trip so much better. i loved this hotel and highly recommend it to everyone! also if you are looking to go to dorobudur, just book w the agent at the hotel. its much easier. but make sure you get an english speaking driver.",Sempurna,"8,0",29 Mar 2018,Liburan romantis 2 malam
103,sg,"Great location. Staffs are kind, friendly and faithful. Good facilities and lovely, clean rooms.",Sempurna,"10,0",22 Mar 2018,Perjalanan 2 malam
104,sg,"Pleasant staff who are more than happy to help you out with anything. Nice quaint and rustic ambience. 

Massage was awesome and reasonably priced.",Sempurna,"10,0",14 Mar 2018,Perjalanan 2 malam
105,ph,"I am very pleased with my stay at Phoenix Hotel. Service was excellent, great location near the commercial district, great choices for breakfast buffet and a very efficient tour agency located right inside the hotel. Staff was very friendly and attended to my needs promptly.",Sempurna,"10,0",9 Mar 2018,Perjalanan 4 malam
106,sg,"We came to Yogja for the historical Indonesia and this was the perfect place to stay. Interiors are well preserved and maintained beautifully. I lived in the new wing and it was clean and though there was no time for me to use facilities, (there is so much to see in Yogja!) the pool is breathtaking and nice to sit around at.",Sempurna,"10,0",16 Feb 2018,Perjalanan 3 malam
107,ca,"So glad to have stayed in this fabulous hotel. Beautiful room overlooking pool, friendly, caring staff, excellent breakfast selection and great location! Highly recommend this hotel!",Sempurna,"10,0",13 Feb 2018,Perjalanan 7 malam
108,ie,No problems the whole stay was fund and went smoothly.,Sempurna,"10,0",25 Feb 2018,Perjalanan bisnis
109,my,Very good swimming pool. Nice food. A lot of local food options which we can try during breakfast and also in room service. Will comeback again or suggested it to friends and family,Sempurna,"10,0",14 Feb 2018,Jalan-jalan keluarga 3 malam
110,au,The building is beautiful and old with lots of character. The environment and staff were warm and friendly. Had the best nights sleep there.,Sempurna,"10,0",13 Feb 2018,Jalan-jalan keluarga 2 malam
111,us,The hotel has great character and history. There's Javanese artwork everywhere. Staff very courteous and helpful. I recommend their Indonesian buffet at their restaurant Paprika.,Sempurna,"10,0",4 Feb 2018,Liburan romantis 2 malam
112,us,Rewarding experience. From the staff to the infrastructure to the food.,Sempurna,"10,0",22 Jan 2018,Perjalanan 3 malam
113,us,Nice Place; Rooms very good; shower also ok in general a good experience....also very close to Malioboro,Sempurna,"10,0",18 Jan 2018,Perjalanan 2 malam
114,us,This is the worst Sofitel hotel I have ever stayed in. The room was tiny as was the shower/toilet area. The toilet seat and toilet roll holder were damaged.  There was mould in the corners of the shower area.  The staff were over bearing and stood about chatting to each other.   We went into the bar at happy hour... it was very cold inside and asked if we could take our drinks outside where it was warmer .... answer ‘no’.   A 3 star hotel at most.,Biasa,"10,0",16 Jan 2018,Liburan romantis 2 malam
