,country,comments,ratingbadge,ratingscore,checkin,typetripnights
20,au,"Amazing staff, fantastic buffet breakfast. Would definitely stay here again. The adjoining rooms were perfect for our kids and us.",Bagus Sekali,"8,0",22 Sep 2019,Jalan-jalan keluarga 4 malam
21,sg,"You can tell a good property by the first impression. Hotel is very clean. Staff is polite and food is good. The pool small and the views for some part of the hotel is not great. But otherwise, its a more than pleasant stay for my family and I.",Sempurna,"8,0",17 Sep 2019,Jalan-jalan keluarga 3 malam
22,sg,Very comfort and spacious room. Staff are eager to please.,Sempurna,"10,0",15 Agt 2019,Perjalanan 5 malam
23,us,The staff is very helpful! The rooms are spacious and clean.,Sempurna,"10,0",26 Jul 2019,Jalan-jalan keluarga 2 malam
24,my,"Very pleasant and clean hotel. Staff is polite and helpful, check in and check out process is very fast. Breakfast is good with variety of food. However, have to improve on water pressure in the shower and the wall between room is thin, can hear conversation from the adjacent room.

Overall, good hotel to stay in yogjakarta. Will be staying here for next trip to yogjakarta.",Sempurna,"10,0",17 Jul 2019,Liburan romantis 3 malam
25,us,"This was a nice property with excellent staff. The bed was comfortable, the room was clean and it was nice & quiet. The location worked for me because it was not far from the university but there is not much of interest in the surrounding blocks (fabric stores & not much to eat). The food was ok, not great and as expected with much hotel food, overpriced. The spa service were great although the pool was small. I’d stay again, as it was a good value for the money.",Bagus Sekali,"10,0",14 Jul 2019,Liburan bersama teman 5 malam
26,gb,"Room is specious but the shower room there is only a shower rain that I not really like it. The position of tissue hanger is difficult to use.We got only one body towel, no handkerchief and hand towel.",Bagus Sekali,"8,0",12 Jul 2019,Perjalanan 1 malam
27,my,"Hotel is good. However, the hotel discriminate smokers.",Bagus Sekali,"8,0",30 Jun 2019,Jalan-jalan keluarga 3 malam
28,gb,Great Breakfast.  Pool area run down.  Room fine. Quite a walk to get anywhere.,Bagus Sekali,"8,0",20 Jan 2019,Liburan romantis 3 malam
29,us,"The service is excellent and the area is just perfect to walk around, very close to the airport . Absolutely will come back to stay again for the next trip",Sempurna,"8,0",28 Mei 2019,Liburan bersama teman 1 malam
30,gb,"Great room, lovely hotel and staff. Breakfast was good, lots of options. Service was not great. Took ages for food to come and often cold, in couple of restaurants we tried. More staff than guests. Pool area good.
Area around hotel was not great.",Bagus Sekali,"10,0",16 Feb 2019,Liburan romantis 4 malam
31,au,,Sempurna,"8,0",4 Feb 2019,Liburan romantis 2 malam
32,gb,"Lovely hotel
Very elegant rooms nice
Great wifi very fast 
Comfortable beds and great service
Front desk staff very fast for my check in
The only item that needs improvement is the breakfast most items cold and no western selection of food for western guests 
I could not eat breakfast only fruit and bread
Which was not fresh the French bread was stale many days old 
Please could you change this and add some western food for breakfast 
Everything else was great and to a high standard including welcome drink and cake 
I will be returning to your hotel 
As I stay in Aston hotels every week.",Sempurna,"10,0",8 Feb 2019,Perjalanan bisnis 3 malam
33,us,Hotel charged me 200 thousand rupiah for cleaning fee for a coffee stain claiming they want to buy cleaning products a 5 star hotel doesn't have cleaning products!,Buruk,"10,0",11 Jan 2019,Perjalanan 1 malam
34,sg,A genuine five star hotel. If you are planning a stay in Jogjakarta you can't go wrong with Grand Aston.,Sempurna,"2,0",2 Jan 2019,Liburan romantis 1 malam
35,my,Staff was extremely kind and respectful. Perhaps the pool was the weakest point: Sun is blocked most of the day because of the hotel itself. Gym fairly small. Very good breakfast and food in general.,Sempurna,"10,0",29 Des 2018,Perjalanan 4 malam
36,us,The check-in and check-out were fast and easy. The service was good and the staff was friendly. Location was strategic. The room was nice and clean with comfy bed and pillows. The parking was free! We really enjoyed our stay at this hotel. I highly recommend it.,Sempurna,"10,0",2 Des 2018,Liburan bersama teman 3 malam
37,us,Amazingly helpful staff. Great service and food range. Prices are very cheap for a hotel of this rating. Beautiful stay!,Sempurna,"10,0",4 Des 2018,Liburan romantis 2 malam
38,us,"The hotel is way above my expectation from A to Z.  Clean, comfortable, friendly, and excellent breakfast buffet.  I'll definitely come back to this hotel in future visit.",Sempurna,"10,0",22 Nov 2018,Liburan bersama teman 2 malam
39,id,Reserved a big bed but ended up with 2 beds in the room.  Very disappointed,Bagus,"10,0",22 Nov 2018,Perjalanan bisnis 3 malam
40,gb,"The hotel was very clean, staff was friendly and helpful. Location is not very central regarding restaurants and sightseeing, but Grab works just fine (though 20 minutes from the airport). I would stay again there.",Sempurna,"6,0",2 Nov 2018,Perjalanan 4 malam
41,us,Nice hotel near airport.  It locate right next to a big local mall.  Staffs are friendly and helpful.  Will stay there again.,Sempurna,"10,0",6 Okt 2018,Perjalanan 3 malam
42,au,Very Pleasant hotel.  Size of the hotel means there is still the personal attention.,Sempurna,"10,0",8 Okt 2018,Perjalanan 6 malam
43,my,Satisfying only one bad experience. Someone smoking in the male locked toilet near sauna room.,Bagus Sekali,"10,0",8 Okt 2018,Perjalanan 2 malam
44,us,"Very hotel and very good, efficient staff they have. Specially their room service is quick.",Sempurna,"8,0",17 Okt 2018,Perjalanan bisnis 2 malam
45,gb,very friendly and helpful staff. food is tastey and moderately priced.,Sempurna,"10,0",11 Okt 2018,Perjalanan 6 malam
46,us,Friendly staff and rovide good service,Bagus Sekali,"10,0",8 Okt 2018,Liburan romantis 1 malam
47,id,Check-in and check-out process rather slow.,Bagus,"8,0",20 Sep 2018,Liburan romantis 3 malam
48,as,Perfect place to stay. Everything you need.,Sempurna,"6,0",25 Sep 2018,Liburan romantis 2 malam
49,us,"The hotel is alright for the price, but location is terrible, away from all attractions and it is hard going back to coz cabbies don’t know it.
It is also very noisy because of traffic, the mosque nearby and the a/c.
Breakfast is not good quality.",Bagus,"10,0",11 Sep 2018,Perjalanan 3 malam
50,gb,Easy to get around the city from here. Big supermarket just across the road and the restaurants in the hotel serve very decent food.,Sempurna,"9,0",31 Agt 2018,Liburan bersama teman 3 malam
51,my,"We stayed for 5 nights, pleased with the staff services and a well maintained hotel. Closed to most of the things like mall & eateries, overall Jogja is a very nice city to travel which still considerably affordable.",Sempurna,"10,0",29 Agt 2018,Perjalanan 5 malam
52,my,Nice hotel close to the basic amenities and  batik shopping area,Bagus Sekali,"10,0",31 Agt 2018,Perjalanan 3 malam
53,us,"Amazing stay. Clean, modern, great food and service",Sempurna,"8,0",15 Agt 2018,Perjalanan 2 malam
54,sg,"Enjoyed out stay... 
Excellent service and very friendly staff..
Great location.",Sempurna,"10,0",10 Agt 2018,Liburan bersama teman 4 malam
55,gb,Great hotel excellent breakfast and lovely rooftop restaurant,Sempurna,"10,0",9 Agt 2018,Jalan-jalan keluarga 2 malam
56,my,excellent hotel and service staffs esp RECEPTION nATALIE AND THE TALL LADY AT RECEPTION TOO,Bagus Sekali,"10,0",10 Jul 2018,Perjalanan 5 malam
57,sg,Hotel only have 2 lifts. Once 1 was down for maintenance the other one get very busy. Waiting is longer.,Bagus Sekali,"8,0",12 Jul 2018,Perjalanan 3 malam
58,ph,the best accommodation in yogyakarta for me so far! reception is sooo very helpful in assisting us in all our request.,Sempurna,"8,0",10 Jun 2018,Liburan bersama teman 1 malam
59,sg,"Nice to stay, clean & quiet. Everything is good. Staff so friendly & good service.",Sempurna,"10,0",17 Mei 2018,Perjalanan 4 malam
60,ca,Great Place View is not great,Bagus Sekali,"10,0",6 Mei 2018,Perjalanan 2 malam
61,sg,"Nice and friendly staff front desk staff. Cosy and clean environment 
Buffet breakfast spread - not much of choices. 

Ordered ""medium"" cooked steak but received at ""well done"" cooked steak :(",Bagus Sekali,"8,0",28 Apr 2018,Perjalanan 3 malam
62,as,comfort and good service,Bagus Sekali,"8,0",20 Apr 2018,Perjalanan keluarga
63,sg,"Good location as it is situated near to the airport, shops/shopping mall & Malioboro.",Sempurna,"8,0",14 Apr 2018,Perjalanan 3 malam
64,sg,"The hotel staffs were great! However, checked in with missing towels and a hair dryer. The amenities provided could be further improved in terms of quality and functionality. If you are someone who is not so particular, it was a pretty clean and had a pleasant stay.",Bagus,"10,0",5 Apr 2018,Perjalanan 3 malam
65,sg,"Super comfortable beds and awesome service .
The staff were helpful and polite at all times",Sempurna,"6,0",27 Mar 2018,Perjalanan 4 malam
66,sg,"We had a fabulous stay in this hotel, living up to its name of a five star hotel. Great hospitality and its spa service was indulging. Loved the facial which left a glow on my face like never before! Definitely come back for Grand Aston if I ever return to Jogja!",Sempurna,"10,0",3 Apr 2018,Perjalanan romantis
67,as,"Very nice stay, very nice hotel",Sempurna,"10,0",3 Apr 2018,Perjalanan keluarga
68,ca,"Great hotel. Exceeded all expectations, all staff were extremely nice and helpful. Seems like a relatively new hotel so everything is in great condition.",Sempurna,"10,0",23 Mar 2018,Perjalanan 2 malam
69,sg,"Comfortable bed, clean rooms. The staff is friendly. I reached 2 hours before check in time and they were flexible with that.
The breakfast was amazing with variety of options to choose from
Many shops, restaurants nearby. Also just few meters from lippo mall and cinema 21",Sempurna,"10,0",31 Agt 2017,Perjalanan 2 malam
70,sg,Beautiful hotel. Excellent service always with a smile. Breakfast spread excellent. Hotel staff attentive and very polite. Our group enjoyed our stay here and felt very welcome. Would highly recommend to stay. Galaria Mall is just 2 mins away.,Sempurna,"10,0",2 Mar 2018,Liburan bersama teman 4 malam
71,gb,In a ‘messy’ traffic city this hotel will be a great location for getting in and out of the city and near by all kind of foods,Sempurna,"10,0",10 Feb 2018,Perjalanan 2 malam
72,sg,Nice hotel & polite staff.. hotel are in good condition. Breakfast are good too.. sure will come back,Sempurna,"10,0",16 Jan 2018,Perjalanan 3 malam
73,gb,"Lovely stay - great decor and service, lots of attention to detail. Good value cheap 5 star - good facilities. Pool is a bit standard and gym is small but fully functional. In the middle of a busy ish area although not so much for tourists within walking distance.  Close to the famous Galleria mall - 2 mins walking.  Huge breakfast spread including lots of local varieties as well as continental. Many rooms may not have much of a view. Seems to be catering for an upmarket local (Indonesian) clientele - most staff still spoke some English. Recommended.",Sempurna,"10,0",24 Des 2017,Perjalanan 4 malam
74,as,"For business hotel is OK, not really comfortable for family or vacation",Bagus Sekali,"10,0",1 Jan 2018,Jalan-jalan keluarga 3 malam
75,au,Everything is fantastic,Sempurna,"8,0",1 Jan 2018,Perjalanan keluarga
76,as,The room is stinky and not fresh. Wifi extremely  slow,Buruk,"10,0",30 Nov 2017,Jalan-jalan keluarga 2 malam
77,gb,best place in yogakarta as location goes we had great facilities and great service,Bagus Sekali,"2,0",15 Nov 2017,Perjalanan 6 malam
78,au,comfortable and practical.  hotel is in good condition and clean.  reasonably central location.  staff are attentive and helpful.,Sempurna,"8,0",26 Nov 2017,Perjalanan 1 malam
79,as,"It was very comfortable. Easy access to places around. Food at Saffron was delicious. Lounge operation time to short, I mean close too early. Should at least be until 2 am. Service was superb. Will like to stay at Grand Aston on my next visit.",Sempurna,"10,0",20 Nov 2017,Jalan-jalan keluarga 3 malam
80,au,"Great hotel, Friendly staff & staff can remember my name when they addressed. Very impressed.",Sempurna,"10,0",14 Okt 2017,Perjalanan 1 malam
81,sg,Good service and a pleasant stay,Sempurna,"10,0",30 Agt 2017,Jalan-jalan keluarga 3 malam
82,as,Easy access and lies at city center. Near of shops and good choices of food. Good maintained hotel and quite clean.,Bagus Sekali,"10,0",25 Agt 2017,Jalan-jalan keluarga 1 malam
83,ph,Amazing!!!,Sempurna,"8,0",19 Jul 2017,Jalan-jalan keluarga 3 malam
84,us,"Booking this hotel is simply amazing 
Money worth every penny spent 
Food up to standard and I have high standard 
Won't be disappointed",Sempurna,"10,0",18 Jul 2017,Perjalanan 3 malam
85,in,Excellent hotel. Amazing hospitality; good breakfast lay; they pack breakfast if you want to catch an early morning flight. Rooms are excellent; staff is courteous. Basically easily one of the best hotel experiences I have had.,Sempurna,"10,0",15 Jul 2017,Jalan-jalan keluarga 2 malam
86,gb,"Air didalam bathroom warnanya sedikit Kuning, jadi kurang nyaman untuk digunakan. Saya sudah laporkan ke petugas reception.

Bathroom cleanliness kurang bersih..

Ada noises sekitar hotel rooms seperti ada maintenance dan sangat Keras suaranya.

they missed  pickup at the airport almost 1hrs which I have to waited . The ast manager ibu Ninik said there was system glitch but other staff said their reservation side was forgot to plugged in the request which made me confused  , as compensation for the mistakes they waived mytransport bills and give free breakfast for the  1st day for both our rooms which I really appreciated.

Thanks to bu ninik and mas dedek for the service and they are very friendly.",Biasa,"10,0",6 Jul 2017,Perjalanan 2 malam
87,jp,ジョグジャカルタは仕事の関係で頻繁に行くのですが、いつもここです。コスパも悪くありません。朝食も充分。バスローブもあるしエアコンはoffに出来ます。NHKワールドも見れるし、スパやルーフトップにレストラン もあります。リゾートホテルを希望されるなら違いますが程よいシティホテルならここです。これまで空港からも比較的近くだったのですが、ジョグジャカルタ空港の移転に伴い市内のホテルまでめちゃくちゃ遠くなるのがネックです。,Sempurna,"4,0",17 Feb 2020,Perjalanan bisnis 1 malam
88,cn,"good location,friendly staff, everything is good, we'll  come back again",Sempurna,"10,0",25 Jan 2020,Perjalanan 3 malam
89,kr,It was amazing to stay. I had great time,Sempurna,"10,0",20 Okt 2019,Perjalanan bisnis 3 malam
90,hk,接待處的職員待客有禮及很友善，樂於協助人客解決問題。餐廳寬敞乾淨丶整潔，早餐十分豐富。服務員熱心為人客服務。,Sempurna,"10,0",11 Jan 2020,Liburan romantis 2 malam
91,nl,The hotel has perfect service. The staff is very helpfull. The lamps in the room were damaged and the refrigirator harly worked. Otherwise everythi g was quite perfect.,Sempurna,"10,0",19 Nov 2019,Perjalanan 4 malam
92,de,Sehr freundliches Personal. Hilfe bei allen keineren Problemen. Sehr gutes Frühstück.,Sempurna,"10,0",26 Okt 2019,Perjalanan bisnis 2 malam
93,jp,"ホテルは部屋はきれいで広々していて良かった
朝食も種類が多種多様で連泊にもあきることはないと思う
ただクラトンなどの観光地には多少距離があり、近くに観光客がはいれそうな飲食店が少ないのはちょっと不便",Bagus Sekali,"10,0",23 Okt 2019,Perjalanan 2 malam
94,fr,"Sèjour d’une semaine à Yogyakarta en couple 
Hôtel très confortable avec un personnel parfaitement aimable 
Excellent petit déjeuner, très copieux
Belle ambiance en fin de semaine dans le le grill Room adjacent à la salle du petit déjeuner
Nous n’avons pas testé le restaurant gastronomique.
L’hôtel dispose également d’une agence de voyage auprès de laquelle on peut organiser différentes visites",Sempurna,"8,0",22 Sep 2019,Perjalanan 6 malam
95,jp,Good facilities and staff.,Sempurna,"10,0",18 Sep 2019,Liburan bersama teman 2 malam
96,jp,施設は綺麗だった。プールの水がやや濁っていた。,Bagus Sekali,"10,0",12 Sep 2019,Perjalanan 1 malam
97,jp,使いやすい配置、広さも十分,Sempurna,"8,0",11 Sep 2019,Jalan-jalan keluarga 2 malam
98,jp,"ホテルスタッフの方の対応がとても良くて、
朝食のビュッフェも種類が豊富で、
とても快適に滞在することができました。",Sempurna,"10,0",20 Agt 2019,Jalan-jalan keluarga 4 malam
99,hu,"Nagyon kedves személyzet, fantasztikus ételek, tisztaság, olcsóság!!! Ajánlom mindenkinek!",Sempurna,"10,0",10 Agt 2019,Liburan romantis 2 malam
100,jp,サービスレベル、施設共に最高のレベルです！言うとすれば水圧が弱いだけです。,Sempurna,"9,0",9 Agt 2019,Liburan bersama teman 2 malam
101,jp,部屋にケーキが用意してあったのがよかった。部屋も適度に広く快適であった。ただ、周辺には何もなく交通の便はやや悪い。,Bagus Sekali,"10,0",8 Agt 2019,Perjalanan 2 malam
102,jp,"ホテル周辺はモールしかないですがプールもあり
部屋も広くリラックス出来ました。
シャワーの排水だけ良くなかったです。
他は快適な部屋でした。",Sempurna,"8,0",6 Agt 2019,Perjalanan 1 malam
103,fr,"Très bon hôtel, le petit déjeuner est très varié, il y a beaucoup de choix. Le centre ville n'est pas très loin, il faut compter 2 ou 3 euros en taxi  avec l'application Grab.",Sempurna,"10,0",17 Jul 2019,Liburan romantis 2 malam
104,nl,Goede service door de medewerkers daar. Je voelt je echt te gast. De fitnessruimte was echt tof. Heb daar lekker getraind met de fitnessbegeleider daar.  Ook het ontbijt is er prima. Wel wat weinig broodkeuze voor de Europeaan maar voldoende eten. Minder mooi was dat de kraan Canadese douche niet goed werkte. Dit werdt na het melden wel direct op gelost.,Bagus Sekali,"10,0",19 Jul 2019,Jalan-jalan keluarga 4 malam
105,kr,,Sempurna,"8,0",20 Jun 2019,Perjalanan bisnis 1 malam
106,hk,同事懂英語主動，房間設備齊全，有齊地道及西方美食，附近有大型超市及百貨公司。,Sempurna,"10,0",29 Mei 2019,Liburan bersama teman 3 malam
107,jp,"フロントの方の対応が非常にフレンドリーだった。
空港でのピックアップをメールで依頼したら、すぐに返信があり対応が丁寧だった。朝食は評判通り美味しかったです。",Sempurna,"10,0",22 Mei 2019,Perjalanan 2 malam
108,jp,快適なホテルです。部屋も比較的広く、朝食もおいしかったです。近くにスーパーもあり、おしゃれなかばん屋さんがありました。,Bagus Sekali,"10,0",14 Apr 2019,Perjalanan bisnis 1 malam
109,jp,"部屋のドアの立て付けが悪く、閉まりにくかった。
シャワーヘッドのホースに亀裂が入っていた。
シャワー室の水捌けが悪かった。
部屋以外の施設はよかった。",Bagus Sekali,"8,0",23 Mar 2019,Perjalanan 2 malam
110,jp,ジョグジャでの滞在はここと決めています。最高です！,Sempurna,"8,0",11 Mar 2019,Perjalanan bisnis 1 malam
111,de,"Gutes Preisniveau, sehr gutes Frühstück, freundliches Personal",Sempurna,"10,0",18 Feb 2019,Perjalanan 5 malam
112,cn,"Room is ok. Just the coffee cup didn’t clean and restaurant is dark,",Bagus,"10,0",1 Mar 2019,Liburan romantis 2 malam
113,jp,This is the third time staying at Grand Aston Yogyakarta but it was a pleasant stay as always. We also used the meeting rooms for our seminar and their service was very nice. Snack were also very tasty!,Sempurna,"6,0",23 Feb 2019,Perjalanan bisnis 3 malam
114,tw,飯店很棒很乾淨，服務人員態度也非常良好，值得再推薦,Sempurna,"10,0",25 Feb 2019,Liburan romantis 2 malam
115,my,"Bed and pillow are very comfortable, but a bit disappointed with the toilet. Location in-front of the hotel is always jammed",Bagus Sekali,"10,0",3 Feb 2019,Jalan-jalan keluarga 1 malam
116,jp,安くて、綺麗でした。ただ、中心地から少し遠いのでGRAPがないととても不便です,Sempurna,"8,0",6 Feb 2019,Perjalanan 2 malam
117,jp,部屋も広くて清潔感があり、周辺にスーパーやモールもあるので便利です。日本語が話せるスタッフもいて安心感があります。,Sempurna,"10,0",31 Jan 2019,Perjalanan bisnis 3 malam
118,kr,Very good,Sempurna,"10,0",25 Jan 2019,Perjalanan bisnis 2 malam
119,jp,Good！Good！,Bagus Sekali,"10,0",29 Des 2018,Perjalanan 3 malam
120,jp,シャワーのお湯が出ないことを除けば問題ない,Bagus Sekali,"8,0",28 Des 2018,Perjalanan 2 malam
121,jp,場所も設備も全てが素晴らしい。,Sempurna,"8,0",24 Nov 2018,Perjalanan 5 malam
122,no,"Stort rom med kjøleskap og vannkoker, gratis vann på flasker hver dag, stor og god seng, vennlig og hjelptsomt personell, kjempefin og variert frokost",Sempurna,"10,0",13 Nov 2018,Perjalanan 6 malam
123,jp,"コンパクトで綺麗なホテルです。
朝食ボックスを前夜に頼んだのですが、対応してくれました。美味しかったです。
朝食ビュッフェも美味しいですし、最上階のディナーも素晴らしかったです。
プールは小さめで、少し寒かったです。",Sempurna,"10,0",22 Okt 2018,Perjalanan 3 malam
124,at,"It was my second stay here, 10 days this time, and it was close to perfect. I thoroughly enjoyed the breakfast in the small but sophisticated garden.
Please keep the cheese selection and do Avocado-corner more often :)
Mango and Dragonfruit would add to the perfection.
Very small room for improvement: the small fridges in the room should be renewed as their temperature oscillates between +4C and +15C, not good if you want to keep some of your own  stuff reliably fresh",Sempurna,"10,0",1 Okt 2018,Perjalanan 7 malam
125,de,"Eine großartige Wahl! Ein wunderschönes Hotel, zu einem unschlagbaren Preis gebucht, und ein Servicepersonal, das selbst in einem ohnehin freundlichen und servicebereiten Land wie Indonesien heraussticht. Zur Maliboro-Straße fährt man besser mit dem Taxi, dennoch ist die Lage in der Solo-Straße sehr gut. Es hat uns prima gefallen!",Sempurna,"10,0",25 Sep 2018,Liburan bersama teman 2 malam
126,kr,위생 청결함 식사 서비스 등 거의 모든 면에서 만족스러웠습니다.,Sempurna,"10,0",1 Sep 2018,Perjalanan bisnis 13 malam
127,cn,酒店非常好。干净、宽敞、舒适、漂亮，早餐很丰盛，各种类别的早餐都有，而且相比之下价格实惠，是非常棒的选择。,Sempurna,"10,0",21 Agt 2018,Perjalanan bisnis 2 malam
128,nl,Fijn personeel en heel behulpzaam en belangstellend.,Sempurna,"10,0",20 Agt 2018,Perjalanan 3 malam
129,mx,"La habitación está amplia y cómoda, el desayuno más o menos. El precio es conveniente",Sempurna,"10,0",12 Agt 2018,Liburan romantis 1 malam
130,kr,"I stayed at this hotel many times during the past two years and they never failed to satisfy my expectation. Working staffs are very kind and helpful and the rooms are clean and well organized. The breakfast they provide is very nice also. Generally, I am very much satisfied and enjoyed my stay.",Sempurna,"10,0",6 Agt 2018,Perjalanan bisnis 2 malam
131,kr,가격대비 매우 만족!,Sempurna,"10,0",3 Jul 2018,Liburan bersama teman 4 malam
132,tw,"Very good to stay
breakfast is good",Sempurna,"10,0",24 Apr 2018,Perjalanan bisnis
133,jp,"ホテルは部屋も新しく、清潔で毎日の掃除も文句なしでした。部屋の設備は、冷蔵庫あり、バスタブはなし、TVのケーブルテレビはチャンネル数が多く、内容も充実。Wakuwaku Japanも見れる。
ホテルの場所は、電車の駅から少し遠い。近くにコンビニが無いのが、少し不便でした。",Bagus Sekali,"10,0",18 Apr 2018,Perjalanan romantis
134,kr,시내중심가에 위치해 있어 어디든 이동이 편리했으나 조식이 예상외로 부실했고 욕실에 비치된 샴프 등은 포장이 너무 타이트하게 되어있어 뜯다가 포기하고 비누로만 씻었음.,Bagus,"8,0",26 Feb 2018,Perjalanan lainnya
135,jp,"フレンドリーで、親切なサービス。
いろいろ要求に対応してくれるが、日本語出来るスタッフはいるが英会話できた方がいい。
清潔感あるホテルで、全体的に快適であった。GF（1階）の朝食を食べるレストランで、
夜に食事してみたが、朝よりだいぶん良い味。金額的には日本で食べたら1500円くらいが
1000円くらいで済むという具合である。気付いた点は、別項目に書いた。
ホテル的にどうしようもない課題かもしれないが、場所的な問題がある。
空港からトランスジョグジャでこのホテル付近まで来て、歩いてこのホテルを目指すのは
不可能でないが、車とバイク（スクーター）が非常に多く、歩行者用の信号ないし、横断歩道は滅多にない、歩道はあるが屋台が占拠していて歩きにくい、そんな状況なので、空港-ホテルの往復はタクシーが良いと思われる。トランスジョグジャでマリオボロ通りや王宮へ行くには、ホテルの西側の病院前のバス亭から１Aで。街中から戻るには、１Aに乗り、GUSUMANAGARA Bus Stop で４Bに乗り換え、ホテル東側にあるGARDENER Bus Stopで下車、、ホテル前まで歩いて、車やバイクに気をつけて道を横断してホテル着である。地球の歩き方のインドネシア2017-2018で、地図にあるこのホテルの位置は正確でない。正確にはあと1cmくらい水平に東へ移動させた場所だ。",Bagus Sekali,"6,0",8 Feb 2018,Perjalanan 4 malam
