"","country","comments","ratingbadge","ratingscore","checkin","typetripnights"
"15","sg","Had an amazing stay at Swiss Belboutique. The Holywood room was very well designed and appointed, and came with a massive bed, bigger than king size. Pillows and sheets were very clean and comfortable. Mattress firmness was just right. There was even a pillow menu. Breakfast was fabulous for the price. The spread was great and there was even a choice of local brewed coffee or Illy espresso. The spa and gym were also commendable. The staff was very skilled and service oriented, while the gym equipment was comprehensive and well maintained. The hotel's staff in also deserve special mention. Almost everyone we encountered - from the lobby to the restaurant - was courteous and attentive. Must commend the hotel for its training and customer centricity. Will definitely come back!","Sempurna","10,0","  8 Agt 2019","Liburan romantis 2 malam"
"16","id","I enjoyed my stay very much. I highly recommend this hotel if you visit Yogya.    Breakfast was excellent! particularly the Indonesian dishes.","Sempurna","10,0","  21 Jul 2019","Perjalanan bisnis 3 malam"
"17","sg","good hotel and value for money. Extremely clean and staff were friendly.","Bagus Sekali","8,0","  18 Apr 2019","Liburan romantis 4 malam"
"18","sg","Other than the tough pillow that has been giving me neck sore, it was a great stay! Clean, friendly staff and nice room","Sempurna","10,0","  15 Jul 2019","Perjalanan bisnis 3 malam"
"19","us","Very nice hotel with lovely staff.  Breakfast was great!","Bagus Sekali","8,0","  15 Jul 2019","Perjalanan 2 malam"
"20","sg","Everything fine & got satified. Only to advise to provide the car driver who cold speak English (even  basic level) if possile. Thanks,","Sempurna","10,0","  18 Mei 2019","Jalan-jalan keluarga 2 malam"
"21","sg","Hotel is fairly new, not a big hotel. What is best about the hotel is their staff service. Staff are very friendly, polite, always greet you with a smile. They are professional and take their duty seriously. We booked a shuttle service to the airport and was told to check back later for confirmation. The staff wrote down our request. When we checked back later, they couldn't seem to find our earlier request & told us to check back later again. I was not very happy with this. They later called my room to apologise as they found my earlier request and informed me that it has already been confirmed. I appreciate them calling me to apologise for this oversight, many will merely brush it aside. The hotel had early breakfast at 3am to cater to guest who had to eat before sunrise during Ramadan. Many choices for breakfast although mostly the same spread daily. We stayed for 6 nights & found that we mostly eat the same things daily anyways so not a problem. In the evening, hotel has free coffee, local dessert & dates at lobby level.   Room is reasonably big, very clean & had everything you'll need. It is serviced everyday & consumables replenished daily. Bed is very comfortable with a pillow menu offering many choices of pillows.  Location is not ideal, nothing much to do or see nearby. On a positive side, it is quiet. Galleria Mall is 10mins walk away. The hotel provides free shuttle service to/from Malioboro St.   We will recommend this hotel.","Sempurna","10,0","  9 Mei 2019","Liburan romantis 6 malam"
"22","us","Overall a great stay!    The wifi did not work in our room for 90% of the time. The IT manager was kind enough to offer to set up a separate hotspot in our room on the last day though.","Sempurna","10,0","  18 Apr 2019","Liburan romantis 3 malam"
"23","us","Have a pleasant stay and nice memory, all are good","Bagus Sekali","8,0","  30 Mar 2019","Jalan-jalan keluarga 1 malam"
"24","sg","We had a great stay at Swiss-Belboutique hotel in March. Upon arrival, we were pleased to find out that we've been upgraded to a bigger room that had a great view over Yogyakarta city area. The staff were very friendly and helpful. Overall highly recommend if you're looking for a decent business hotel or are on leisure trips.","Sempurna","10,0","  18 Mar 2019","Jalan-jalan keluarga 4 malam"
"25","sg","Staff was fantastic especially those at the security and welcoming area. However, condition of room is not clean and healthy as there seems to have mites every where. Even after housekeeping had vacuum the carpet and changed the bed sheets, mites are still attacking us. The air exchange in the room with fresh air from outdoor is poor and ventilation needs to be improved.  Hot water for shower and wash basin took more than 5 mins to arrive even after we had turn the tap to the hot zone side and run the water each time we wish to use it.","Bagus Sekali","8,0","  16 Mar 2019","Perjalanan bisnis 4 malam"
"26","sg","It was a really good stay here. Staffs were extremely polite.","Sempurna","10,0","  12 Mar 2019","Liburan romantis 4 malam"
"27","id","They have impressed us right from the beginning.   From the moment we arrived at the hotel, we were greeted with big smiles and politeness. We were welcomed with welcome drinks and snacks while we were waiting for the front desk to process our booking. Even there's a little note left on our room's desk by the manager.  The politeness didn't just stop there. All throughout our stay, the staffs from the bellboy to the valet area and both Swiss-Cafe and Chadis restaurants were all attentive and very courteous.  The breakfast buffet is really a must try. We managed to try most of the dishes and we loved each one of them, especially the traditional dishes in the outdoor area, such as bakmi jawa, sop empal, gorengan, gudeg, etc. We felt we didn't even need to go everywhere else to taste the local food. They're all delicious.  Other highlight is their rooftop restaurant/pool area in the evening. The lighting and view was beautiful. They have panoramic view of the city as well. We decided to have some drinks and snack on Valentine's day and there was a band playing romantic songs. All of it really created a perfect atmosphere for Valentine's day. We were glad that we decided to spend the night there.  Both the bathroom and bedroom were very clean. The bed and pillows were very comfortable. We got a great view overlooking the city as well.  They have exuded what Central Java and Jogja is known for: polite and full of manners. I think we've found our favourite place to stay in Jogja.","Sempurna","10,0","  12 Feb 2019","Liburan romantis 3 malam"
"28","us","Wonderful service; very helpful and friendly staff; great lemongrass smells in the lobby. Nice spa and good breakfast. Our only complaint was the blackout that happened late one night. Just for a short time but we were surprised there was no backup generator at this standard of a hotel.  ","Bagus Sekali","8,0","  2 Feb 2019","Liburan romantis 3 malam"
"29","my","Poor service.","Bagus Sekali","8,0","  18 Jan 2019","Perjalanan 4 malam"
"30","au","Wonderful staff, fantastic food and overall great value for money. Well located. Rooms are comfortable and well equipped.","Bagus Sekali","8,0","  7 Jan 2019","Perjalanan 4 malam"
"31","ph","The staff are so friendly and accommodating. Plus, there's a free shuttle ride to and from Malioboro. You just need to ask them about the schedule.<U+0001F60A>","Sempurna","10,0","  20 Des 2018","Jalan-jalan keluarga 2 malam"
"32","my","Nice hotel walking distance to restaurant","Sempurna","10,0","  25 Des 2018","Perjalanan 3 malam"
"33","sg","Amazingly friendly crew.  Always there to make you feel at home","Sempurna","10,0","  9 Des 2018","Perjalanan 4 malam"
"34","my","nice location","Sempurna","10,0","  7 Des 2018","Perjalanan 3 malam"
"35","sg","Hotel is convenient & close to everything. Price was very reasonable. Wifi is a bit spotty at times. Breakfast was average but good enough. Overall great value for money.","Bagus Sekali","8,0","  25 Okt 2018","Perjalanan 5 malam"
"36","id","Good location for me to visit the stadium. Also they have shuttle bus to airport and Malioboro street.","Bagus Sekali","8,0","  27 Okt 2018","Perjalanan 1 malam"
"37","my","Nice hotel great location and parking easy to go around","Sempurna","10,0","  22 Okt 2018","Perjalanan 2 malam"
"38","au","Very good stay made perfect by the staff and quality of service. Breakfast buffet with many options and comfy beds. Easy walk to Malioboro.","Sempurna","10,0","  14 Okt 2018","Liburan romantis 4 malam"
"39","us","Staff are friendly. Service is excellence. Enjoy the stay ","Sempurna","10,0","  3 Okt 2018","Liburan romantis 2 malam"
"40","us","Staffs are friendly, helpful!  Room is clean, nice view.","Sempurna","10,0","  22 Sep 2018","Perjalanan 2 malam"
"41","sg","Good hotel but noisy","Bagus","6,0","  19 Agt 2018","Liburan romantis 1 malam"
"42","as","Ok","Bagus Sekali","8,0","  16 Sep 2018","Liburan romantis 1 malam"
"43","my","Warm welcome by the staff, free tea break at level 6 lounge. Pillow options, free breakfast take away for those who going for borubodur sunrise.","Sempurna","10,0","  10 Sep 2018","Perjalanan 4 malam"
"44","sg","Comfortable and nice hotel. Friendly staff and yummy food :)","Sempurna","10,0","  13 Sep 2018","Perjalanan 4 malam"
"45","my","The hotel location is great. The only downside are the gym and the swimmingpool is small.","Sempurna","10,0","  12 Sep 2018","Perjalanan 4 malam"
"46","sg","Strategic location. Room quite cozy. ","Bagus Sekali","8,0","  12 Sep 2018","Perjalanan bisnis 1 malam"
"47","us","The staff of the hotel was very friendly and helpful. The hotel was very clean and comfortable. The breakfast was nice and plentiful. We had slow internet one time, but not again. The spa was very nice as was the bar on the roof.","Sempurna","10,0","  30 Agt 2018","Perjalanan 2 malam"
"48","my","Had a pleasant surprise when we were told our room was upgraded. The upgraded room was very spacious and clean. It was a value for money stay here. The hotel just need to address the smell that comes from the bathroom drainage.   The staffs were very friendly and helpful. Service with a smile always lightens up everybody’s mood!  Breakfast was okay if you enjoy local food but spread can be improved. F&B staffs are very friendly and clears away tables fast. Outdoor dining sitting would have been much enjoyable if the hotel makes all areas non-smoking.  Tried the Tamansari SPA in the hotel and did both face and body and the experience not to expectation. Need a lot of improvement in this area. Overall stay was good and pleasant.","Sempurna","10,0","  25 Agt 2018","Perjalanan 2 malam"
"49","my","Upset due to room cannot smoking. By the way. Nice view at the rooftop cafe","Bagus Sekali","8,0","  18 Agt 2018","Perjalanan 1 malam"
"50","us","location okay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","Bagus Sekali","8,0","  9 Agt 2018","Perjalanan 3 malam"
