"","country","comments","ratingbadge","ratingscore","checkin","typetripnights"
"13","my","The hotel was very accomodating especially with my special request to decorate the room as part of my friend's birthday surprise. They really did a good job in that with the bed deco, flowers and there's even a cake! The room are also spacious and clean. I will definitely come back to this hotel if I'll ever cisit Jogjakarta again! <U+0001F44D><U+0001F44D>","Sempurna","10,0","  31 Okt 2018","Perjalanan 4 malam"
"14","gb","Good Experience, I am tired and Expedia help me to find a good place to have a good sleep.","Sempurna","10,0","  20 Sep 2018","Perjalanan 1 malam"
"15","us","Pros:  Attentive, friendly staff  Easy check in and out  Very good breakfast food and venue  Clean room service  Lots of free parking  Convenience store in site  Decent pool  Very quiet rooms  Good value    Cons:  Mold in shower stalls  Very loose toilet seats...was resolved  Window in shower emits light so if bathroom used in the middle of       the  night, person sleeping is flooded with light that wakes them    Overall, a very good stay and would return  ","Bagus Sekali","8,0","  26 Jul 2018","Liburan romantis 5 malam"
"16","my","The hotel staff are able to fulfill  my request for personal needs. My team is really satisfied while staying at neo+awana.","Sempurna","10,0","  22 Jul 2018","Perjalanan 3 malam"
"17","sg","Check-in was completed within a few minutes. Bed was comfortable, with 1 standard and 1 small decorative pillow per bed. Breakfast had good spread with egg-station, salad bar, hot food, noodle booth, fruits, juices, and typical local food. We went for bfast at 8am, found the restaurant full and had to sit out in morning sun, which we did not prefer. WiFi was good most of the times. Slight noise from corridor.","Bagus Sekali","8,0","  14 Jun 2018","Perjalanan 4 malam"
"18","ca","Nice and friendly staff, always smiling and ready to help with any problem. iF, I had a complaint, (and this complaint would be minor in all aspects) is that the staff should be better trained in the English language. I would gladly return to this hotel again.","Sempurna","10,0","  2 Mei 2018","Perjalanan lainnya"
"19","us","The hotel was much better than I expected.  An easy walk to the local tourist attractions but there weren't many decent restaurants nearby.  Mostly only small, local places.  It felt a bit isolated.  There is one bar that's about a five to ten minute walk away.  Rickshaw drivers hang out in the parking lot and it's only a few dollars to go to Malioboro where it's a bit more lively.  Check out the alleyways around the hotel for local life.  ","Bagus Sekali","8,0","  10 Apr 2018","Perjalanan lainnya"
"20","my","nice hotel with strategic location .. near town , shop and restaurant SS .. room always clean .. nice staff , and i enjoy during my holiday at neo+ awana .. i will be back to the hotel if i go to yogyakarta again","Bagus Sekali","8,0","  25 Mar 2018","Perjalanan 4 malam"
"21","au","Great hotel always recommend it to anyone wanting good quality property and service","Sempurna","10,0","  23 Mar 2018","Perjalanan 2 malam"
"22","hk","If you are looking for a modernized chain hotel, this is the one. Everything is so far so good. The location is good, nice restaurants and art galleries around.","Bagus Sekali","8,0","  25 Mar 2018","Perjalanan lainnya"
"23","sg","Receptionists are pretty. ","Sempurna","10,0","  25 Feb 2018","Liburan romantis 2 malam"
"24","my","Neo awana had a very good fasilities and all their staff were really awesome and friendly. I will give 5 star for all aspects. Keep a good work","Sempurna","10,0","  20 Feb 2018","Perjalanan 3 malam"
"25","us","We only stay for 1 night. Comfortable room. Fast check in. Also the massage is very good.","Bagus Sekali","8,0","  7 Feb 2018","Perjalanan 1 malam"
"26","us","It was a good experience when checking in and the next day during breakfast as the group from local schools are about 400 kids occupying the same facilities but private guests are separated and not hindered by the large group.  However the next really early we request breakfast box, order that a day before at the restaurant, reminded the night before to front desk....then in the morning it's NOT ready!? They gave us some old bakery stuff that even have some white mildew like on the surface!!  So we just throw those out.  I suppose the chain of management needs to review how well the staff really work.","Bagus Sekali","8,0","  18 Jan 2018","Perjalanan 4 malam"
"27","sg","The interior is a bit run down, should do some maintenance. Overall the location is good and not so noisy.","Bagus","6,0","  27 Des 2017","Perjalanan 4 malam"
"28","as","Worst hotel for 2017","Buruk","2,0","  1 Jan 2018","Perjalanan bersama teman"
"29","as","Excellent breakfast but room need to tidy up...wall condition is not good...Great location.","Bagus","6,0","  24 Des 2017","Jalan-jalan keluarga 1 malam"
"30","ca","Its ok. Nothing special. Nice pool. Didnt try the food. Service is good. Could be busy. Modern and relatively new hotel. Was clean. Hopefully they will maintain it. I would go back if the price is right.","Bagus Sekali","8,0","  1 Des 2017","Jalan-jalan keluarga 2 malam"
"31","us","Honestly I loved the place. It is just like a fancy Hotel in USA but cheaper. LOL  I loved the housekeeping staff ! If you have any problem with your room just ask and they will fix it !    Room was nice and just like in the pictures.  Breakfast is a huge INDONESIAN buffet (90% of guests are Asian) but any Westerner can also find eggs,bread, fruit,cereal, plenty of choice if you don't feel like Nasi Campur first thing in the Morning.    The only thing that bothered me was that you could hear everything from the Hallway in front of your door. Be aware Indonesians often travel with small kids and from early am you will have small kids running down the hallway screaching ! But I was so happy i found this place after staying at Rumah Roso, which was a dump...so I almost didn't mind.    Also most Indonesian Ladies will go into the pool fully clothed or not at all so the pool was mainly used by toddlers.LOL    All in all I liked it a lot plus there is thie amazing restaurant ""Spesial Sambal SS"" NEXT DOOR ...try it !!!!","Sempurna","10,0","  14 Nov 2017","Liburan romantis 2 malam"
"32","au","I only stayed 3 nights, but I couldn't fault the hotel, very friendly staff, Good WiFi, air-conditioning worked Good, plenty of TV channels, comfortable bed, good water pressure in the shower, close to Prawirotaman, I will be staying here on future trips.","Bagus Sekali","8,0","  2 Nov 2017","Liburan romantis 3 malam"
"33","au","We stayed for 2 nights. The room was spacious and clean and the facilities were good. Location is ideal with ATM across the road and restaurants within 10 minutes walking distance. Staff were helpful in organising the trip to Borobudur and Prambanan. We had wifi issues but the IT guys sorted it out. Overall very satisfied. ","Sempurna","10,0","  23 Sep 2017","Perjalanan 2 malam"
"34","us","What is bad about this hotel...  NO GYM!  Other wise : good food , good people and good service.","Bagus Sekali","8,0","  30 Agt 2017","Perjalanan 2 malam"
"35","as","The room is a bit tired. The toilet is not clean and with a damp smell. The location is not close to Malioboro but I like the area, with some art galleries and restaurants nearby. A 10 minutes walk will take you to a bus to Tugu Station. Room-service food does not taste too good.","Bagus Sekali","8,0","  20 Agt 2017","Perjalanan 2 malam"
"36","sg","I always go to Neo Awana whenever i come to Jogja","Sempurna","10,0","  27 Agt 2017","Perjalanan 1 malam"
"37","au","Wonderful place to stay. Warm and friendly staff who are very efficient. Will stay again any day. ","Sempurna","10,0","  6 Agt 2017","Perjalanan 3 malam"
"38","us","We arrived early after 4 flights and hardly any sleep. After talking to the front desk they were able to accommodate us and within an hour we were checked in and able to get some sleep. We also arranged a sunrise tour of Borobudor. The hotel is near some nice restaurants (15 min walk).","Sempurna","10,0","  10 Agt 2017","Liburan romantis 1 malam"
"39","fr","Je ne sais pas si mon avis vaut quelque chose je suis passé d'un hotel 1* à Jakarta à celui ci, la différence est flagrante.  Sinon niveau écolo c'est pas mal vu qu'ils proposent de remplir votre bouteille d'eau au niveau du distributeur d'eau de l'étage.  Un atout supplémentaire un restaurant excellent juste a coté , le Waroeng SS Plengkung Gading , certains plats sont très épicé alors pour ceux qui n'auraient pas l'habitude posez la question avant de choisir ;)","Sempurna","10,0","  24 Sep 2019","Jalan-jalan keluarga 2 malam"
"40","kr","<U+D638><U+D154> <U+D22C><U+C219><U+D55C> <U+B0B4><U+C6A9><U+C774><U+B2E4>. <U+B8F8><U+C5D0><U+C788><U+B294> <U+C5D0><U+C5B4><U+CEE8><U+C774> <U+BB3C><U+C774> <U+B5A8><U+C5B4><U+C838><U+C11C> <U+BC14><U+B2E5><U+C774> <U+C816><U+C5B4><U+C788><U+ACE0> <U+C0E4><U+C6CC><U+C2E4><U+C5D0><U+C11C> <U+C0E4><U+C6CC><U+B97C> <U+D558><U+BA74> <U+D558><U+C218><U+AD6C><U+C5D0> <U+BB3C><U+C774> <U+C548><U+BE60><U+C838><U+C11C> <U+AD50><U+CCB4><U+B97C> <U+C694><U+CCAD><U+D588><U+C2B5><U+B2C8><U+B2E4>. <U+D578><U+B4DC><U+D3F0><U+C73C><U+B85C> <U+CC0D><U+C740> <U+C0AC><U+C9C4><U+AE4C><U+C9C0> <U+BCF4><U+C5EC><U+C8FC><U+B2C8> <U+B2E4><U+C74C><U+B0A0> <U+AD50><U+CCB4><U+D574><U+C8FC><U+C5C8><U+B2E4>. ","Bagus Sekali","8,0","  7 Jul 2019","Perjalanan 2 malam"
"41","fr","Sans hésitation je reviendrai dans cet hôtel, aucune fausse note, bravo et merci","Sempurna","10,0","  10 Nov 2018","Perjalanan 7 malam"
"42","br","Bom hotel e excelente comida ","Sempurna","10,0","  31 Okt 2018","Liburan romantis 3 malam"
"43","fr","Belles vues depuis la terrasse du bungalow, qui est séparé des autres bungalows et donc très intime . Wc pas propre et peu convenaient (il faut descendre un petit escalier pas pratique et dangereux).  ","Bagus Sekali","8,0","  23 Sep 2018","Liburan romantis 2 malam"
"44","fr","Hotel convenable, bon petit déjeuner.","Bagus Sekali","8,0","  23 Agt 2018","Jalan-jalan keluarga 1 malam"
"45","fr","Bien situé, excellent petit déjeuner copieux et varié, chambre correcte même si la salle de bain est un peu vétuste. Hôtel calme. Piscine pour se rafraîchir, mais au niveau de l’espace de restauration, 3 transats, à l’hombre l’après-midi et se mettre en maillot de bain 2 pièces sous le nez des Indonésiens...à 30/45’ de l’aéroport.","Bagus Sekali","8,0","  15 Jul 2018","Perjalanan 4 malam"
"46","it","Ho soggiornato a Olgiate per visitare Borobudur e Prambanan. La città è solo un punto d'appoggio.","Bagus Sekali","8,0","  27 Jun 2018","Perjalanan 2 malam"
"47","de","Das Hotel liegt wirklich supergünstig. Alle Sehenswürdigkeiten sind fußläufig zu erreichen. Ein kleiner Tipp, ca. 700 Meter entfernt vom Hotel liegt die Backpackerstraße. Dort ist alles günstiger und es gibt dort auch einige Agenturen bei denen man die Touren und den Weitertransfer buchen kann. Empfehlen kann ich Anna's. In dieser Straße gibt es auch einen Laundryservice, der nach Kilo abrechnet. Dieser ist im Hotel sehr teuer.    Das Hotel selbst ist wirklich klasse und man kann es zu diesem Preis uneingeschränkt weiterempfehlen.    Einziger Minuspunkt, Getränke sind im Hotel sehr teuer,  ","Bagus Sekali","8,0","  22 Jun 2018","Perjalanan 4 malam"
"48","th","<U+0E1E><U+0E19><U+0E31><U+0E01><U+0E07><U+0E32><U+0E19> <U+0E17><U+0E35><U+0E48>Front Desk <U+0E0A><U+0E37><U+0E48><U+0E2D> Ayu <U+0E14><U+0E35><U+0E21><U+0E32><U+0E01> <U+0E2A><U+0E37><U+0E48><U+0E2D><U+0E2A><U+0E32><U+0E23><U+0E01><U+0E31><U+0E1A><U+0E1C><U+0E39><U+0E49><U+0E40><U+0E02><U+0E49><U+0E32><U+0E1E><U+0E31><U+0E01> <U+0E41><U+0E25><U+0E30><U+0E21><U+0E35><U+0E04><U+0E27><U+0E32><U+0E21><U+0E2A><U+0E32><U+0E21><U+0E32><U+0E23><U+0E16> <U+0E43><U+0E19><U+0E01><U+0E32><U+0E23><U+0E2A><U+0E37><U+0E48><U+0E2D><U+0E2A><U+0E32><U+0E23><U+0E14><U+0E49><U+0E27><U+0E22><U+0E20><U+0E32><U+0E29><U+0E32><U+0E2D><U+0E31><U+0E07><U+0E01><U+0E24><U+0E29><U+0E14><U+0E35>  <U+0E1E><U+0E19><U+0E31><U+0E01><U+0E07><U+0E32><U+0E19><U+0E1D><U+0E48><U+0E32><U+0E22><U+0E15><U+0E49><U+0E2D><U+0E19><U+0E23><U+0E31><U+0E1A><U+0E2D><U+0E37><U+0E48><U+0E19><U+0E0A><U+0E37><U+0E48><U+0E2D> Dea <U+0E19><U+0E48><U+0E32><U+0E23><U+0E31><U+0E01><U+0E41><U+0E25><U+0E30><U+0E0A><U+0E48><U+0E27><U+0E22><U+0E01><U+0E32><U+0E23><U+0E2A><U+0E37><U+0E48><U+0E2D><U+0E2A><U+0E32><U+0E23><U+0E14><U+0E35><U+0E21><U+0E32><U+0E01>  <U+0E1E><U+0E19><U+0E31><U+0E01><U+0E07><U+0E32><U+0E19><U+0E15><U+0E49><U+0E2D><U+0E19><U+0E23><U+0E31><U+0E1A><U+0E04><U+0E19><U+0E2D><U+0E37><U+0E48><U+0E19><U+0E46> <U+0E2A><U+0E37><U+0E48><U+0E2D><U+0E2A><U+0E32><U+0E23><U+0E01><U+0E31><U+0E19><U+0E25><U+0E33><U+0E1A><U+0E32><U+0E01><U+0E22><U+0E32><U+0E01><U+0E17><U+0E35><U+0E48><U+0E40><U+0E02><U+0E49><U+0E32><U+0E43><U+0E08><U+0E01><U+0E31><U+0E19>  <U+0E1E><U+0E19><U+0E31><U+0E01><U+0E07><U+0E32><U+0E19><U+0E20><U+0E31><U+0E15><U+0E15><U+0E32><U+0E04><U+0E32><U+0E23> Noodles Now <U+0E0A><U+0E37><U+0E48><U+0E2D> Riyan <U+0E21><U+0E35><U+0E04><U+0E27><U+0E32><U+0E21><U+0E2A><U+0E32><U+0E21><U+0E32><U+0E23><U+0E16><U+0E21><U+0E32><U+0E01><U+0E17><U+0E31><U+0E49><U+0E07><U+0E1A><U+0E23><U+0E34><U+0E01><U+0E32><U+0E23> <U+0E21><U+0E32><U+0E23><U+0E22><U+0E32><U+0E17> <U+0E41><U+0E25><U+0E30><U+0E01><U+0E32><U+0E23><U+0E43><U+0E0A><U+0E49><U+0E20><U+0E32><U+0E29><U+0E32><U+0E2D><U+0E31><U+0E07><U+0E01><U+0E24><U+0E29>  <U+0E2D><U+0E32><U+0E2B><U+0E32><U+0E23><U+0E17><U+0E35><U+0E48><U+0E43><U+0E2B><U+0E49><U+0E1A><U+0E23><U+0E34><U+0E01><U+0E32><U+0E23> Room Sevice 4 <U+0E2D><U+0E22><U+0E48><U+0E32><U+0E07> <U+0E14><U+0E35><U+0E41><U+0E25><U+0E30><U+0E40><U+0E2B><U+0E21><U+0E32><U+0E30><U+0E2A><U+0E21> Nasi Goreng, Pancakes, Fish and Chips <U+0E41><U+0E25><U+0E30> Club Sandwitches  <U+0E23><U+0E32><U+0E04><U+0E32><U+0E16><U+0E39><U+0E01><U+0E41><U+0E25><U+0E30><U+0E21><U+0E35><U+0E04><U+0E38><U+0E13><U+0E20><U+0E32><U+0E1E><U+0E14><U+0E35>","Sempurna","10,0","  3 Jun 2018","Perjalanan 3 malam"
"49","de","Für drei Tage Yogyakarta ein echt zu empfehlendes Hotel fünf Sterne und Daumen hoch.","Sempurna","10,0","  21 Feb 2018","Perjalanan 2 malam"
"50","cn","<U+9152><U+5E97><U+670D><U+52A1><U+826F><U+597D>,<U+5730><U+7406><U+4F4D><U+7F6E><U+4F18><U+8D8A>,<U+5E8A><U+4E5F><U+597D><U+7761>,<U+53EA><U+662F><U+6D74><U+5BA4><U+7684><U+6C34><U+592A><U+5C0F>","Sempurna","10,0","  10 Nov 2017","Perjalanan 3 malam"
