"","country","comments","ratingbadge","ratingscore","checkin","typetripnights"
"22","sg","Water slide, Golf course, Ramayana play with dinner, fishing, horse cart riding make it an activity filled trip with children. Early morning before 7 if you are lucky you can also see Mount Merapi. The restaurant service is fantastic and they take care of you if you have food restrictions.","Sempurna","10,0","  8 Feb 2019","Jalan-jalan keluarga 2 malam"
"23","ca","Beautiful property nice pools golf course unique design","Sempurna","10,0","  1 Feb 2019","Perjalanan 8 malam"
"24","sg","Good location away from city area. Nice view of mountains.","Sempurna","10,0","  31 Jan 2019","Perjalanan 5 malam"
"25","sg","Check-in was a little slow.. We arrived at 2.30pm, Waited till 3.15pm to go to our room, and our bags were not up when we had to leave at 3.30pm for temple visit. Other than that, no other issues. Wonderful spread for breakfast buffet, good service from staff. Thank you! ","Bagus Sekali","8,0","  31 Des 2018","Liburan romantis 2 malam"
"26","hk","Disappointments:  * We arrive very early after a 12 hr drive from Jakarta and no early check in available, later on we see many rooms vacant * No offer to look after our bags until we check in, so we have to carry our luggage around town, really not helpful * When we arrived later at check in time staff greeting us at foyer can’t speak English as they can’t understand what I’m saying * After getting the key we have to show ourselves to our room, the lady gives us the key then she immediately looks down at computer and doesn’t even tell us where the lifts are we have to ask her. Not felt welcome at all * When we get to the room there is no bath mat in the room - when I call room service they say they will send one up immediately it never arrived. Can you believe it? * Basin in the bathroom become blocked have to call room service to unblock it, takes forever for them to come and unblock it so we can’t wash our hands after using the toilet. * I ordered a hamburger 1 night it was so overcooked black both sides * Room service orders often don't come within the advertised time of 20 mins on the menu. I think they should be free if they are late * I ordered a beer while sitting at the pool it never came * Pool bar closes early * I ordered an iron to iron my shirt and it took honestly like 40 mins for it to come to our room. * As soon as you check out you are bumped off the WiFi no offer to give you a guest pass until you leave.  Bottom line: Very slow service","Bagus","6,0","  24 Des 2018","Perjalanan 3 malam"
"27","sg","Very nice place for breakfast and dinner, nice pool and night bar, atmosphere very well. All personnel kind, smilling and helpful for everything. Transport to Borobundur - sunset ticket - with comfortable car managed by hotel.","Sempurna","10,0","  27 Des 2018","Perjalanan 2 malam"
"28","us","The food and the spa treatments were very good. Didn't include much selection in the mini bar","Sempurna","10,0","  8 Des 2018","Liburan bersama teman 6 malam"
"29","my","Staff very professional from check in to check out. Very happy with the services provided. Love the huge swimming pool and the free bike ride around the hotel.","Sempurna","10,0","  19 Nov 2018","Perjalanan 2 malam"
"30","my","Nice hotel, very calm and secluded. Really enjoy the scenery and overall hotel looks","Sempurna","10,0","  13 Nov 2018","Perjalanan 3 malam"
"31","us","It was so  fantastic the pool was amazing and overall it was great, but we bookt a room for 3 and get doble.Than we payd again for extra bed for aur son.","Sempurna","10,0","  1 Nov 2018","Jalan-jalan keluarga 2 malam"
"32","us","Definitely a good place to stay Old fashioned hotel but very nice staff and good pool","Bagus Sekali","8,0","  1 Nov 2018","Perjalanan 2 malam"
"33","gb","The hotel is like a resort in the mountain, with trees like forest and 9 holes golf course","Sempurna","10,0","  13 Sep 2018","Perjalanan 4 malam"
"34","il","Kind and generous staff, outstanding property with wonderful facilities","Sempurna","10,0","  10 Sep 2018","Liburan romantis 3 malam"
"35","ie","We stayed1 night& day and enjoyed the wonderful pool, food, spa and overall comfort","Sempurna","10,0","  28 Agt 2018","Jalan-jalan keluarga 1 malam"
"36","us","Very kind staffs and good meal. Happy to stay here","Sempurna","10,0","  2 Agt 2018","Perjalanan 2 malam"
"37","au","","Sempurna","10,0","  27 Jul 2018","Jalan-jalan keluarga 2 malam"
"38","us","Hotel is amazing . Pool área...amazing. Staff couldn’t have been any nicer. ","Sempurna","10,0","  28 Jun 2018","Jalan-jalan keluarga 2 malam"
"39","sg","Good Holiday Destination with Excellent Hotel Services","Bagus Sekali","8,0","  26 Mei 2018","Liburan romantis 3 malam"
"40","us","The hotel is very nice overall, the scenery, the landscaping, the beautiful pool are so beautiful; the people who work at the hotel were super nice. The buffet for breakfast were excellent, I wished I had a bigger stomach so I could eat all the good food. Our room is very small and outdated. The shower is too narrow and tight for a couple. The bathroom fixtures on the hallway near the batik store needs to be fixed, please look into it.","Sempurna","10,0","  18 Mei 2018","Liburan romantis 3 malam"
"41","as","worth the money","Sempurna","10,0","  15 Mei 2018","Jalan-jalan keluarga 1 malam"
"42","us","It was a very beautiful hotel and clean, the staff were super nice and accommodating! They helped with our shuttle back to the airport as well!","Sempurna","10,0","  4 Mei 2018","Perjalanan 1 malam"
"43","us","we love the service and facilities","Sempurna","10,0","  7 Mei 2018","Perjalanan keluarga"
"44","sg","The biggest strength of this hotel is their staff, they are professional, pleasant, communicates well, efficient and proactive. The check in and check out process was the best I have ever experienced. The second biggest strength is the scenic landscape with a view of Merapi. The Swimming pool was very unique surrounded by trees. The food options was good, rooms were clean and tidy. Some point of improvement can be on upgrading the room facilities like having USB charging ports which are found in newer hotels and better sound isolation in rooms. In short, I will be back to this hotel for my next Jogjakarta visit. ","Sempurna","10,0","  27 Apr 2018","Perjalanan 5 malam"
"45","th","Amazing facility, excellent service, pleasant staff.","Sempurna","10,0","  27 Apr 2018","Perjalanan bisnis"
"46","ph","The hotel shows its age a bit but remains overall very pleasant. The garden is beautiful. Our children enjoyed the swimming pool a lot. The quality of service was amazing. The staff was always with a smile, willing to help. Day trips to Borobudur and Prambanan were easy to organize. Highly recommended.","Sempurna","10,0","  3 Apr 2018","Perjalanan keluarga"
"47","sg","The staff is extremely friendly.  They always try to make your stay comfortable.  The breakfast was very good and had a variety of foods.  I played golf and the course is very nice even though it is only a par 30.  I also played at Merapi Golf which was an easy taxi ride from the hotel.    This hotel is a very relaxing place to stay with nice peaceful surroundings.","Sempurna","10,0","  23 Mar 2018","Perjalanan 7 malam"
"48","sg","Overall credit to the Hotel establishment as the service staff; from the doorman; front desk to the room keepers are all very well trained and always have a ready smile. Special mention to 2 outstanding staff, 1 of which is Ms Sri, a service staff in the restaurant as well as Chef Zaenal, who literally went out of their way to ensure that our stay in Hyatt Regency goes beyond our expectations. Each morning, my wife & I literally look forward to our morning breakfast as Sri will make our special cup of Latte & keep checking with us whether we would like anything outside of the extensive breakfast buffet spread. Chef Zaenal went one step further to specially prepare our request of Nasi Kunning Campol or Mee Soto or any other Indonesian food we may wish to try and sample. My wife & I have travelled many places and stayed in numerous hotels & resorts over the past 35 years & we are truly impressed with these staff who paid attention to small details & went out of their way, sincerely to make the guests feel at home.    The Hotel and facilities may be dated and in need of a spruce up renovation but the service quality of staff truly make it a memorable stay indeed!    Keep up the good work especially Sri & Zaenal!","Bagus Sekali","8,0","  8 Mar 2018","Jalan-jalan keluarga 4 malam"
"49","sg","This is a hotel designed to meet the needs of families with young children, golf enthusiasts and business professionals as well. The overall check-in, breakfast spread, staff support etc. is fantastic and make you comfortable. My seven year old twins loved the activities provided in CampHyatt which was tailored to meet kid's requirements. Although the hotel is old and requires uplift, the overall experience is worth every penny that you spend!","Sempurna","10,0","  11 Mar 2018","Perjalanan 3 malam"
"50","sg","Very beautiful hotel with almost everything that we need, food was good, price was reasonable.The massage was good too. Nothing much to complain about.","Sempurna","10,0","  10 Mar 2018","Perjalanan 2 malam"
