,country,comments,ratingbadge,ratingscore,checkin,typetripnights
35,hk,"Had cockroach in the room the first night. Again in the second day anotjer cockroach. Third day had lizard in the room. Eventually was moved to another room on the last day. Not much in way of appology otjer than we'll get the cleaner to look. Food was similar in price to Hong Kong for a steak and wine/beer was extortionate. Water in pool was dirty, so didnt bother to go in. Not what I was expecting from a 5 star hotel.",Biasa,"4,0",22 Mar 2019,Perjalanan 3 malam
36,au,"Great concept, and great staff to match made to feel very welcome. Centrally located to town centre",Sempurna,"10,0",24 Mar 2019,Perjalanan 1 malam
37,sg,"The hotel and room is Clean, with good service from the employees, and it is near Malioboro street (walkable distance).",Sempurna,"10,0",1 Mar 2019,Liburan bersama teman 3 malam
38,ca,Staff were great. The stores next door were very convenient.,Sempurna,"10,0",23 Feb 2019,Jalan-jalan keluarga 5 malam
39,sg,"Everything was goood and extremely well maintained. Sofa are cleaned by stuff Everyday. However I felt that my room was pretty dusty, especially the bed. The bed frames were dusty. We stay 8 days. It’s in a good location near almost everywhere. The pedicure and Medicare at the spa has to improve, I rather spend my bucks else there than to use their spa services.",Bagus Sekali,"8,0",11 Feb 2019,Liburan romantis 8 malam
40,us,"Helpful staff, pleasant grounds with gardens, great location. We would have wished for a memory foam mattress for comfort but the standard ones were fine.",Sempurna,"10,0",16 Feb 2019,Liburan romantis 2 malam
41,my,Nice hotel close to malioboro street,Sempurna,"10,0",31 Jan 2019,Perjalanan 4 malam
42,gb,Very accommodating staff. Wonderful place. You can do everything in the convenience of the hotel. Food was wonderful.,Sempurna,"10,0",1 Feb 2019,Perjalanan 2 malam
43,gb,Wonderful hotel that was situated close to Borobudur and Prambanan tourist spots. The staff were very accommodating. Overall we enjoyed our stay.,Sempurna,"10,0",1 Feb 2019,Perjalanan 2 malam
44,my,"Surprisingly after 2 hours being in the room, cockroach came out from mini bar cabinet. Coffee stains all over the toilet door. All fashion classic look hotel. Manage to inform the housekeeping supervisor.",Bagus,"6,0",18 Jan 2019,Perjalanan 3 malam
45,gb,The reception was warm and welcoming. The staff were very helpful in attending to our requests. The room is very comfortable and the swimming pool is awesome! The area is within walking distance to shops and eating places.,Bagus Sekali,"8,0",4 Des 2018,Jalan-jalan keluarga 4 malam
46,gb,"Only complaint was the A/C in my room would only get down to about 23 despite being set to 18, informed staff but made no difference. Everything else about the hotel was great.",Sempurna,"10,0",28 Nov 2018,Perjalanan bisnis 3 malam
47,my,"A friendly hotel with caring attentive staff. A hotel with a garden setting within the hotel. It is also within, a short walking distance from Malioboro Street, the famous shopping street in Yogyakarta. Just next door is also a small Mall and supermarket, to satisfy basic needs. I will definitely return to this hotel, for my next trip.",Bagus Sekali,"8,0",21 Nov 2018,Perjalanan 4 malam
48,ca,Very convenient location within short walking distance to Malioboro street which is the busiest shopping strip in Jogyakarta.,Bagus Sekali,"8,0",13 Nov 2018,Liburan romantis 3 malam
49,id,"We had a very plesant stay at the hotel. The hotel has had major renovation project, and room is much better than before. I will recommend this hotel to everyone who go to Yogyakarta.",Sempurna,"10,0",18 Nov 2018,Jalan-jalan keluarga 1 malam
50,gb,I guess you get what you pay for.  This hotel is reasonably priced. It has recently undergone renovation. But only in the lobby. The room was kind of shabby. The flooring looked as though it had been there a decade. The bedding wasn’t great. And there was a door between our room and the next was so thin it was like the people in the next room were in our room. But reasonable value for money I guess.,Bagus,"6,0",2 Nov 2018,Perjalanan 4 malam
51,gb,"Staff service, restaurant food quality are excellent 

But hairdryer in room is too weak and room looks abit old",Bagus Sekali,"8,0",13 Okt 2018,Perjalanan 3 malam
52,id,"WE very much enjoyed the Melia Purosani, which is just a short walk from the Marlioboro area of Yogyakarta. It is an easy walk to the Sultan's Palace, and if you turn right as you leave, it is almost next door to the Beringharjo traditional markets.
Our room was lovely and clean, and we received exceptional service from all of the staff, particularly Agus in the lounge who gave us some very good sightseeing tips.
Overall an excellent stay in a wonderful hotel.",Sempurna,"10,0",16 Sep 2018,Liburan romantis 4 malam
53,sg,"The rooms are nicely upgraded, clean, comfortable and spacious. The hotel environment is comfortable be it in the lobby or the pool area. The staff are helpful and accommodating. The buffet breakfast has variety but the quality can be improved. The egg station is good. Generally it has been a pleasant stay.  Location is good, central and a stone throw away from Marlioboro for the street shopping. It’s a 15 mins walk but one can always choose a motorised rickshaw.",Bagus Sekali,"8,0",1 Sep 2018,Jalan-jalan keluarga 1 malam
54,us,"Hotel is nice and spacious, right behind the shopping street of Malioboro which makes it very convenient. Staff are very attentive and friendly.",Sempurna,"10,0",10 Jul 2018,Perjalanan 3 malam
55,us,"Beautiful and feels luxurious with nice pool and outdoor dining area. Has a Chinese restaurant whose food is not bad and I really like the decor. Staff are friendly and attentive. Interesting cultural music band at the hall. Room is large, though the bed is too firm for my liking. TV quite small too. Wi-Fi is good, allows connection of at least 2 devices.",Sempurna,"10,0",7 Jul 2018,Perjalanan 1 malam
56,us,Nice hotel with beautiful garden in the center of town,Sempurna,"10,0",26 Mei 2018,Perjalanan 1 malam
57,us,"good central location, large room, nice bathroom, the  breakfast was amazing",Sempurna,"10,0",6 Mei 2018,Perjalanan 2 malam
58,us,Great staff and wonderful location ....very nice facilities a haven within the city,Sempurna,"10,0",22 Apr 2018,Perjalanan 1 malam
59,sg,"The Melia Purosani Yogyakarta is a very nice hotel to be in. All the staff that I had a conservation with are super nice and friendly. I even got a surprise complimentary cake on my birthday. Of all my years traveling on my birthday, this is the first hotel that wishes Happy Birthday to me at the lobby when i was asking for locations around the hotel.

The Hotel is conveniently located near Malioboro street and Pasar Beringharjo.",Sempurna,"10,0",2 Apr 2018,Perjalanan 9 malam
60,us,"It’s wasn’t my  expectation . It’s very slow service for 5 stars hotel. I had been to a different Grand Meliá or  Meliá this the worse experience I have.  The towels is old towels, the bathroom it was smell bad. I called the front desk few times to brings me more towels and bathroom stuffs. No once bringing it to my room till the next day when the the cleaning lady ready to cleaning my room....for me this hotel almost like 3 starts hotel. I am very disappointed with all overall",Biasa,"4,0",24 Mar 2018,Perjalanan 2 malam
61,sg,Nice hotel with good service. Will recomend to family and friends 😘,Sempurna,"10,0",16 Mar 2018,Perjalanan 3 malam
62,us,"1st class Hotel, 5 star luxury accomodations, outstanding pool with slide in wonderful garden setting, with outstanding service in all aspects.of facilities, restauraunts, exercise rooms, penthouse tea room on 6 floor. Thoroughly maintained, you won't want to leave.",Sempurna,"10,0",16 Mar 2018,Perjalanan 2 malam
63,ie,"Nice Hotel, Nice breakfast. Issues with this Hotels Payment System. They use BCA Card payment but cant take Debit Cards and will ask you to pay in Cash Instead. I dont hold Credit Cards so for me this was a hassle to get out of the way. I dont see why they cant take Debit cards but it seems to be a hotel policy. Apart from that the hotel is nice, breakfast is excellent and overall highly recommended. Wifi was a hassle to deal with.",Bagus Sekali,"8,0",25 Feb 2018,Perjalanan bisnis
64,gb,convinience location and comfortable restaurant for breakfast,Bagus,"6,0",21 Feb 2018,Perjalanan 1 malam
65,as,Location is good,Bagus Sekali,"8,0",23 Des 2017,Jalan-jalan keluarga 2 malam
66,gb,I Recomended to all of you to enjoy and happiness holiday in yogyakarta and stay at this hotel,Sempurna,"10,0",18 Des 2017,Perjalanan 1 malam
67,sg,"I stayed two nights here and found the hotel staff very helpful and friendly. The hotel is about a 5 min stroll to Jalan Malioboro and it’s great for those who enjoy shopping for batik and snacks along this lovely street.

I enjoyed my lunch at the Cing San Restauarnt (Chinese food) and the room service was also good. There seems to be a strange smell in the bathroom of my room but overall the room was very clean and comfortable.",Bagus Sekali,"8,0",30 Nov 2017,Perjalanan 2 malam
68,us,"This is a terrific hotel.  It has a great gym and pool, and the staff is great.  It's pretty close to the main areas of Yogyakarta and you can walk anywhere within the main parts of the city.",Sempurna,"10,0",18 Nov 2017,Jalan-jalan keluarga 2 malam
69,sg,"Our stay at Melia Purosani was wonderful-very clean room, professional and helpful staff, good Chinese restaurant, nice spa, close to Malioboro shopping area.",Sempurna,"10,0",18 Nov 2017,Liburan bersama teman 4 malam
70,hk,"Close to action in downtown. Wasn't as impressed with the breakfast as others--ok not great. Pool grounds were nice and cool. Room was noisy--thanks to massive exhaust fans and aircon condensers. The worst... ants in my bed each night!! Too much trouble to call front desk, just killed the little varmits and swept them off bed. Told management at checkout--didnt seem very concerned.",Bagus,"6,0",31 Okt 2017,Perjalanan 4 malam
71,sg,"Overall a nice and clean hotel.
However we have some issues with the wifi connection. Otherwise breakfast was good and the small little snacks that they leave in the room was really thoughtful.
There’s a supermarket just next to the hotel where you can get your daily necessities there.",Sempurna,"10,0",30 Okt 2017,Liburan bersama teman 4 malam
72,ca,"We loved the hotel except for the lack of noise barrier from the glass windows and doors. We were awakened at 4 am and bothered on at least one other occasion with the call to prayer from the mosque nearby. The noise of the traffic was also annoying whenever we were in the room. Triple pane glass would make a big difference to the comfort level of the room we were in, 531.",Bagus Sekali,"8,0",24 Okt 2017,Liburan bersama teman 3 malam
73,us,Excellent property with all the amenities.  Great breakfast and dinners,Sempurna,"10,0",23 Okt 2017,Liburan romantis 3 malam
74,as,Had an amazing during my stay.. will be back again for sure!,Sempurna,"10,0",4 Okt 2017,Jalan-jalan keluarga 2 malam
75,us,Strategic place to tour the area by foot,Sempurna,"10,0",29 Jul 2017,Jalan-jalan keluarga 2 malam
76,sg,"Overall the experience was quite positive.
The breakfast is varied and of great quality. The hotel grounds are very attractive. The staff is helpful and attentive. The rent-a-car service and tour service is very professional and reliable, although not cheap. The location is superb, walking distance from Jalan Malioboro, Malioboro Mall, Fort Vredeburg and a short Grab ride to the Kraton and to the Taman Sari.

Only big minus was the WiFi, which was quite sloppy... we spent 3 of the 2 days in the hotel with no WiFi connection. Seriously?",Bagus Sekali,"8,0",5 Agt 2017,Perjalanan 3 malam
77,jp,歴史のあるホテルで、部屋の作り、内装、建物自体、敷地に重厚な重みを感じる。プールも良い。朝食は他が良いだけに残念ながら、美味しくない。,Sempurna,"10,0",5 Mar 2020,Perjalanan bisnis 2 malam
78,ch,"Grande chambre propre, confortable. Mais ce que j'ai remarqué même dans les hôtels 5 étoiles les tasses mises à notre disposition ne sont pas bien nettoyées chaque jour. Grand buffet pour le petit déjeuner. Le personnel était souriant, serviable.",Bagus Sekali,"8,0",10 Feb 2020,Perjalanan 2 malam
79,kr,말리오,Bagus Sekali,"8,0",22 Jan 2020,Perjalanan 2 malam
80,kr,너무좋은시간을 가질수 있는 호텔.,Sempurna,"10,0",16 Jan 2020,Perjalanan 3 malam
81,fr,"hôtel à proximité du centre ville de Yogyakarta : Malioboro street, Keraton, Water Palace.
Très appréciable",Sempurna,"10,0",14 Jan 2020,Jalan-jalan keluarga 3 malam
82,kr,아주 만족스럽습니다 친절하고 음식도 아주 맛있습니다 말리오보로도 가깝습니다,Sempurna,"10,0",12 Jan 2020,Liburan bersama teman 4 malam
83,jp,スタッフのホスピタリティーは素晴らしいし、料理の味も良かった。部屋のせいそうも満足いくものであり、壁面の汚れも無く、到着時には満足であった。流石に、設備や調度品の古さはいたしかた無いのか、シャワーの湯が出なかったり、シャワーブースの扉が閉まりきらなかったり、引き出しの取手が外れて使えなかったりした。クラブラウンジは、所謂5星ホテルのサービス内容では無かった。,Bagus,"6,0",27 Des 2019,Jalan-jalan keluarga 3 malam
84,kr,직원들은 친철했으며 바로옆에 마켓이  있어  편리했고 다만 수영장에 비치 파라솔이 부족하여  불편함,Bagus Sekali,"8,0",18 Des 2019,Perjalanan 3 malam
85,jp,"朝食も美味しく、隣にローカルのスーパーもあり、お土産探しに便利です。
マリオボロ通りまでは歩いて10分ほどでした。
日本語が話せるスタッフさんに、とてもお世話になりました。
ありがとうございます。",Sempurna,"10,0",21 Sep 2019,Perjalanan 2 malam
86,jp,ホテルスタッフは皆明るくフレンドリーで、こちらのつたない英語も一生懸命聞きとっていただき、助かりました！,Sempurna,"10,0",16 Agt 2019,Jalan-jalan keluarga 4 malam
87,jp,ロケーションは最高にいいです。両替ができなかったのは意外でした。,Sempurna,"10,0",28 Agt 2019,Jalan-jalan keluarga 2 malam
88,fr,"Très bel hôtel avec une belle piscine sans oublier son spa que je recommande. Les restaurant sont corrects, bien que pour un 5 étoiles, on attend un peu mieux. Sinon le bar longe, et tous les services sont parfaits. De plus l'hôtel est à 5 mn à pied de Malioboro street ce qui est très agréable. Si j devais retourner à Yogyakarta, sans hésitation je réserverai à nouveau cet hôtel.",Sempurna,"10,0",23 Agt 2019,Perjalanan 3 malam
89,jp,中華料理のレストランはスタッフ、味、価格とも良心的で最高でした。,Bagus Sekali,"8,0",20 Agt 2019,Liburan romantis 1 malam
90,jp,朝食の種類が豊富で、また6時からレストランがやっているのはうれしい。,Sempurna,"10,0",9 Agt 2019,Perjalanan 2 malam
91,kr,"멜리아 푸로사니 호텔은 말리오보로 몰에서 걸어서 15분 정도 걸리는 곳에 위치 합니다.
(후문으로 들어가면 더 가까워요. 그리고 구글지도에서 지름길도 안내하는데 밤 8시 이후에는 문이 닫히니까 큰길로 다니는게 좋습니다.)
호텔 조식도 간단해 보이지만 종류별로 갖춰져 있고, 호텔 내의 식당 음식도 아주 맛있었습니다.",Sempurna,"10,0",7 Agt 2019,Liburan romantis 3 malam
92,jp,there is not any handtowels in the room.,Sempurna,"10,0",11 Agt 2019,Liburan bersama teman 2 malam
93,jp,シャワーの出が、少し弱いのが気になったが、他は、非常に良かったです。,Sempurna,"10,0",8 Agt 2019,Jalan-jalan keluarga 4 malam
94,pt,"Quartos deixam muito a desejar.
Spa fraco.
Café da manhã excelente!!
Área do hotel muito barulho.",Bagus Sekali,"8,0",28 Jun 2019,Perjalanan 4 malam
95,jp,"料金以上のホテルだと思います。
部屋も綺麗で使いやすく、マリオボロ通りへ行くにも近くて便利です。
スタッフはみなさん笑顔でとても優しく、癒されました。",Sempurna,"10,0",21 Jul 2019,Perjalanan 2 malam
96,tw,Good location. Hardware is good but breakfast experience is not so good. No lead to the seat so you have to find the seat by your own while it is busy and not easy to get one.,Sempurna,"10,0",13 Jul 2019,Liburan romantis 1 malam
97,mx,Es un Hotel encantador muy bien ubicado y el personal muy agradable.,Sempurna,"10,0",6 Mei 2019,Liburan romantis 3 malam
98,jp,24時間営業のカフェが良かったです。,Sempurna,"10,0",31 Mei 2019,Perjalanan 3 malam
99,nl,Prachtig hotel. Mooi zwembad. Aardig personeel. Schoon.,Sempurna,"10,0",15 Mei 2019,Liburan romantis 7 malam
100,jp,スタッフはフレンドリーでエアコンも効いてて快適でした。朝ごはんのブッフェも種類がたくさんで最高です。周りの喧騒を忘れゆっくりと過ごせました。部屋のシャワー、バスタブが水が外に出るので少し使いづらかったくらい。,Bagus Sekali,"8,0",30 Apr 2019,Perjalanan 3 malam
101,kr,"위치가 여행하기는 좋고, 직원들은 아주 친절합니다",Bagus Sekali,"8,0",5 Apr 2019,Perjalanan bisnis 1 malam
102,jp,スタッフやラウンジのコンシェルジュのサービスやおもてなしは素晴らしいと思います。プールやレストラン等どの設備を利用しても気持ち良かったです。夜プールサイドでのコンサート？の爆音で睡眠が妨害されました。またシャワーの水圧が弱くストレスでした。,Bagus Sekali,"8,0",8 Mar 2019,Perjalanan 2 malam
103,fr,"Water area in the gym is not well maintained and not super clean. Rooms facing the street are noisy. They asked me for 20 usd in cash as deposit during check in, i forgot to ask it back when I left and they did not remind me. After one week I still have no news in spite of the fact that I called them... not very correct",Bagus,"6,0",2 Mar 2019,Perjalanan 3 malam
104,jp,施設が多少古くなっている。,Bagus Sekali,"8,0",22 Feb 2019,Perjalanan 1 malam
105,jp,ステキなホテルでした！,Bagus Sekali,"8,0",16 Feb 2019,Perjalanan 1 malam
106,jp,"繁華街に近い。
メインレストランはやや高いが、ボリュームはある。",Bagus Sekali,"8,0",20 Jan 2019,Perjalanan 2 malam
107,mx,"Súper bien el hotel limpio y con gran atención, me encantaría volver",Sempurna,"10,0",1 Jan 2019,Perjalanan 2 malam
108,no,"Fint hotell. Glimrende utgangspunkt for severdigheter i området, for eks, Borubudor,",Sempurna,"10,0",17 Des 2018,Perjalanan 3 malam
109,jp,"スタッフの方々の接客も設備も文句なし。ボロブドゥールへのツアーも手配してもらいました。現地での知名度が高いようで、輪タクでホテルの名を言えばすぐに連れて行ってくれます。
朝食バイキングはインドネシア各地の料理や日本食コーナーもあったりしてバラエティ豊かですが、混雑する前に行ったほうがよさそうです。",Sempurna,"10,0",21 Des 2018,Perjalanan 2 malam
110,fr,"Très bien placé, personnel gentil, restaurants bien, surtout le restaurant chinois, excellent. La chambre était bien et grande. Je recommande, tout près de la rue Malioboro et du marché et on peut aller à pied au Palais du Sultan.",Bagus Sekali,"8,0",23 Des 2018,Liburan romantis 2 malam
111,br,"Funcionários gentis, localização razoável, café da manhã fraco para ocidentais. Comida muito típica da Ásia em geral. Quarto grande, boa cama e roupa de cama de boa qualidade.",Bagus Sekali,"8,0",12 Des 2018,Liburan bersama teman 4 malam
112,no,Hotellet var ikke så bra som sist vi var der. Hygienen var vi ikke fornøyd med. Men personalet er hyggelig,Bagus Sekali,"8,0",15 Nov 2018,Liburan romantis 5 malam
113,nl,Heel mooi hotel met een geweldig zwembad en super aardig personeel,Sempurna,"10,0",7 Okt 2018,Perjalanan 1 malam
114,se,Jättefin hotel i en trevlig stad.,Sempurna,"10,0",12 Nov 2018,Perjalanan bisnis 1 malam
115,jp,市街地に近い割には周辺は静かなので、ゆっくり休めます,Bagus Sekali,"8,0",18 Okt 2018,Perjalanan 1 malam
116,jp,"マリオボロ通りまで徒歩圏内という立地の良さで選んだが、正解だった。
地元では有名なホテルのようで、グラブなどで車を呼ぶにも便利。
客室は日本のシティホテルとほぼ同等だが、5つ星だけあって従業員のサービスが洗練されている。
エアメールの投函代行をお願いしたが、すぐに対応してくれるなど好印象だった。
朝食はインドネシア料理や洋食、和食まで幅広くそろっており飽きなかった。",Bagus Sekali,"8,0",14 Okt 2018,Liburan romantis 2 malam
117,jp,部屋のファシリティが古く、シャワーの温度調整がうまくできなかった。中庭で遅くまでイベントをしていて、歌が大音量でうるさくて仕方なかった。,Bagus Sekali,"8,0",6 Sep 2018,Perjalanan 3 malam
118,jp,古いホテルなので、水周りの設備を中心に、老朽化が進んでいる。レソトランの外は喫煙可なのだが、喫煙者が多すぎて、食事に影響が出でいるように思う。分煙が望まれる。プールサイドのリクライニングチェアーを増やした方がいい。,Biasa,"4,0",22 Agt 2018,Perjalanan 3 malam
119,es,"Fue una estancia increíble. Estuvimos tres noches y todos los servicios fueron impeclables. 

La habitación era perfecta y muy limpia. Cada día nos dejaban dulces y el primer día, al saber que estábamos de luna de miel, nos trajeron un plato con pastel y detalles y la cama estaba decorada. 

La piscina estaba genial y casi siempre vacía y tranquila. El desayuno increíble y variado y el restaurante del hotel (El Patio) muy bien de precio. 

Tuvimos que hacer alguna excursión y nos la organizaron en la misma agencia del hotel, fuera hubiera sido más barata pero como íbamos mal de tiempo nos fue muy útil y la excursión estuvo muy bien.

Por la relación calidad precio repetiríamos mil veces y nos hubiera encantado estar más. Sin duda, fue de lo mejor de nuestro paso por Yogyakarta.",Sempurna,"10,0",23 Agt 2018,Liburan romantis 3 malam
120,es,"Hotel bonito, cómodo, limpio, totalmente acertado , una buena piscina y personal cualificado y muy amable. Llegas caminando en 3 minutos a malioboro street por lo que está cerca de restaurantes, tiendas y masajes",Sempurna,"10,0",21 Agt 2018,Liburan bersama teman 1 malam
121,es,"Hotel muy bonito, servicio perfecto, estancia muy agradable, todo limpio y habitaciones muy cómodas. Muy cerca de malioboro street para ir caminando.",Sempurna,"10,0",20 Agt 2018,Liburan bersama teman 1 malam
122,jp,このホテルに6泊しましたが、部屋の広さや調度品は満足できるものでした。WiFiとTVチャンネル数も十分。シーツ取り換え不要のシステムがあり、シーツ交換は中日の1日だけにしました。冷蔵庫のドアと浴槽横の棚の隅が汚れていたのが少々気になりました。2つあるレストランはどちらも美味しく快適でした。フロントに日本語を話せる女性の方が1名いました。ホテル横にホテル名入りのベチャがたくさん常駐していました。,Bagus Sekali,"8,0",6 Agt 2018,Jalan-jalan keluarga 6 malam
123,jp,ゆったりできて素晴らしいホテルでした！,Bagus Sekali,"8,0",12 Agt 2018,Liburan romantis 2 malam
124,jp,繁華街へのアクセスは便利、しかし目の前にモスクがあり朝4時半からお祈りの音で起こされる以外は良かったです。,Bagus Sekali,"8,0",11 Agt 2018,Liburan romantis 3 malam
125,jp,マリオボロ通りから近く、非常に便利です。部屋は中庭に面していたので静かでした。マリオボロモールも近くにあり、地下のスーパーでビールを買う事が出来ました。,Bagus,"6,0",9 Agt 2018,Jalan-jalan keluarga 1 malam
126,es,Muy bien situado y ademas tiene todo lujo de detalles. Sin duda me quedaria en el,Sempurna,"10,0",5 Agt 2018,Liburan romantis 2 malam
127,fr,"Points positifs : très bel hôtel avec jardin paysage et belle piscine , magnifique décoration des parties communes et des chambres 
Personnel très aimable et souriant
A 500 m du centre Marlboro 
Points négatifs 
Sur 2 nuits nous avons dormi 1 nuit côté rue et 1 côté piscine : il est impossible de dormir côté rue avec les bruits des motos toute la nuit . D’ailleurs on nous a proposé des boules kies à l’accueil en rigolant .
Dans la chambre côté piscine , et dans le couloir il était autorisé de fumer et il’y Avait une forte odeur de tabac 
Le niveau de la restauration est très moyenne , nous avons dîner lors d.une soirée BBQ et les viandes et poissons n’avaient pas beaucoup de goût 
Pour le PDJ pas terrible non plus sauf la’ partie œuf et gaufre 
Wifi lent",Bagus,"6,0",31 Jul 2018,Liburan romantis 1 malam
