,country,comments,ratingbadge,ratingscore,checkin,typetripnights
19,sg,"Nice hotel.  It helps that there is a mall nearby. Breakfast food is okay, but if you're not so used to Indonesian food, you might not like the breakfast.  A bit noisy because there is a mosque, I think, nearby and you get wakened up by the early chantings.",Bagus Sekali,"8,0",3 Sep 2017,Perjalanan bisnis 4 malam
20,gb,We stayed here to go to the local temples. Hotel looks very grand. The issue we had was that there was quite a bit of mold in the bathroom. Which we self tested  and did come off. It seems that the hotel needs a bit of attention. The staff were lovely though and the manager moved us to a different nicer room to compensate us and gave us a car for the day. Which was very nice of them. I think a nice hotel but needs to make sure cleanliness is well looked after.,Bagus,"6,0",27 Agt 2017,Perjalanan 2 malam
21,us,"It's still a good hotel and is located next to a mall. The staff is excellent, but confusing at times with their English skills. For the most part, the hotel is in great shape, but there are lots of little things that might upset people. It's not a big for me, but the towels were thread worn, or some of the signs were too small to see or placed in odd viewpoints. It's hard to maintain a nice hotel over time, so I can't complain.",Bagus Sekali,"8,0",12 Jul 2017,Perjalanan 3 malam
22,us,"The Royal Ambarrukmo is the epitome of a quality hotel, with clean, well appointed rooms, comfortable beds, a beautiful swimming pool, and an astounding breakfast buffet. The breakfast buffet was possibly the highlight of my stay--you can get anything you want, from just about any world culture, all freshly prepared and delicious. I especially liked the freshly pressed melon juice, made to order omelets, and crisp pastries. The hotel is next to a shopping mall that sells just about anything you might need. It's only a 15-minute drive from the airport and 20 minutes from Malioboro Street (the heart of Yogyakarta).",Sempurna,"10,0",12 Jul 2017,Perjalanan bisnis 4 malam
23,jp,こｎこんこんｋ今回４０年ぶりに宿泊しましたが、予約時２身２部屋で,Biasa,"4,0",28 Jun 2019,Perjalanan 1 malam
24,dk,Fantastisk hotel. Virkelig søde ansatte. Super hjælpsomme!,Sempurna,"10,0",27 Apr 2019,Perjalanan bisnis 7 malam
25,br,"Hotel confortável,  pessoal atrapalhado. Me acordaram as 3 da manhã pensando que estavam falando com outro hóspede que havia agendado um passeio. Retaurante bpm, mas os atendentes, todos muito simpáticos, têm dificuldades para entender inglês.  Então atenção para o que vão te servir.",Bagus Sekali,"8,0",29 Nov 2018,Perjalanan bisnis 1 malam
26,jp,従業員の方も親切で3泊させて頂きましたが、朝食も沢山の種類があり飽きる事もありません。部屋も綺麗で部屋からの眺めも良くくつろげる素敵なホテルでした。ありがとうございました。,Sempurna,"10,0",6 Nov 2018,Perjalanan 3 malam
27,jp,スタッフのみなさんとても親切で私の質問やリクエストに快く対応していただき快適に過ごせました。空港からも車で１５分くらいの距離なので便利です。お部屋も広くてバルコニーもあり眺望も良かったです。サンライズも見えました。幹線道路が近くにありますが音は気にならず静かに過ごせます。プールの見える側のお部屋だったから静かだったのかも。セキュリティーもしっかりしていて安心できました。,Sempurna,"10,0",28 Okt 2018,Perjalanan 2 malam
28,be,Veel herrineringen aan dit hotel. Nu in prima staat. Mooi en sjiek,Sempurna,"10,0",4 Sep 2018,Perjalanan bisnis 2 malam
29,kr,"근처에 플라자(쇼핑몰), 공항에서 가까움. 아이가 쓸 수 있는 수영장.",Bagus Sekali,"8,0",31 Jul 2018,Jalan-jalan keluarga 3 malam
30,jp,ショッピングモールがすぐそばで、いつでもすぐに買物に行ける便利なホテル。ホテルのスタッフもとても感じが良く、またお部屋も快適です。プールはほぼ貸切状態でリラックスできます。また、敷地内にミニ美術館があり、昔の王宮を感じることができます。,Bagus Sekali,"8,0",2 Mei 2018,Perjalanan 4 malam
31,jp,大変満足しております。出張で約1週間宿泊。朝食ビュッフェは、たくさん種類があり、どれもおいしかったです。部屋も広くてテレビも大きめで、NHKチャンネルもありました。ベッドも大きくて、快適でした。,Sempurna,"10,0",10 Mar 2018,Perjalanan bisnis 6 malam
32,jp,清潔でスタッフの対応も良い。価格も手ごろで、ビジネスやホリデーにはお勧めのホテル。空港からも近く、アクセスも悪くない。,Sempurna,"10,0",26 Jan 2018,Perjalanan 1 malam
33,jp,"コンシェルジュのジャディさんが大変親切でよかったです。佐賀に日本語を勉強に行ってたそうです。
隣に街一番のショッピングモールがあり買い物も楽チンです。
残念ながらアルコールの販売はなし。",Bagus Sekali,"8,0",7 Nov 2017,Perjalanan 3 malam
34,jp,ジョグジャカルタを代表する五つ星ホテルの一つです。調度品や内装などに品があります。スタッフの対応も洗練されています。朝食が品数が豊富でとてもおいしいです。非常に快適なホテルです。,Sempurna,"10,0",15 Okt 2017,Perjalanan 3 malam
35,jp,"隣にモールがあり、便利でした。食事はまぁ美味しい。ただ、飲み物より先にスープが出てきたのは残念。
料金はそんなに高くないので、観光の拠点としては良いかも",Bagus,"6,0",12 Okt 2017,Perjalanan 2 malam
36,kr,"The best thing about this hotel is that there is a mall right next to it. you can find carrefour, starbucks and lots of restaurants. The breakfast is great and the staffs are very nice. The only downside was that there were some small ants near the desk area, and the bathroom could have been kept a bit more clean.",Bagus Sekali,"8,0",19 Sep 2017,Perjalanan bisnis 4 malam
37,id,,Bagus Sekali,"8,0",2 Jan 2020,Jalan-jalan keluarga 2 malam
38,jp,,Sempurna,"10,0",3 Des 2019,Perjalanan bisnis 1 malam
39,jp,,Bagus Sekali,"8,0",3 Des 2019,Perjalanan bisnis 1 malam
40,hk,,Bagus Sekali,"8,0",3 Nov 2019,Perjalanan bisnis 5 malam
41,dk,,Sempurna,"10,0",4 Mei 2019,Perjalanan bisnis 1 malam
42,jp,,Sempurna,"10,0",11 Des 2018,Perjalanan 1 malam
43,jp,,Bagus,"6,0",11 Nov 2018,Perjalanan 1 malam
44,id,,Sempurna,"10,0",20 Okt 2018,Jalan-jalan keluarga 3 malam
45,jp,,Sempurna,"10,0",22 Sep 2018,Perjalanan 1 malam
46,jp,,Bagus Sekali,"8,0",2 Sep 2018,Perjalanan 3 malam
47,us,,Sempurna,"10,0",21 Mei 2018,Perjalanan bisnis 1 malam
48,gb,,Bagus Sekali,"8,0",11 Mar 2018,Perjalanan bisnis 2 malam
49,jp,,Sempurna,"10,0",26 Feb 2018,Perjalanan lainnya
50,kr,,Bagus Sekali,"8,0",19 Sep 2017,Perjalanan bisnis 5 malam
51,us,,Bagus Sekali,"8,0",25 Jul 2017,Perjalanan 1 malam
52,as,,Bagus,"6,0",4 Jul 2017,Perjalanan bisnis 3 malam
