,country,comments,ratingbadge,ratingscore,checkin,typetripnights
39,sg,"Hotel, pool, amenities as well as the local area makes it a perfect choice for family vacation. Shopping mall next door gives a lot of options for kids to play and have fun. The same for parents. Hotel room was clean, bed very comfortable and staff friendly. They took great care of us all. If I go back to Jogja, this will be my preferred choice. Pool is clean with shallow water for kids and some water fun. It is also deep enough for parents to swim. Breakfasts have wide choice and wifi in the room is superfast too.",Sempurna,"10,0",3 Okt 2018,Jalan-jalan keluarga 3 malam
40,us,"nice hotel, nice service, excellent ambience and environment, close to mall, nice view,",Sempurna,"10,0",4 Okt 2018,Perjalanan 1 malam
41,sg,This is one of the best Mariott hotels I have stayed at in Indonesia. Nice modern and well-designed rooms with clean and well-serviced environment. Well done Mariott - you have raised the bar in Yogja and have a fantastic hotel that I would be happy to recommend to others,Sempurna,"10,0",7 Sep 2018,Jalan-jalan keluarga 2 malam
42,gb,"Afrer few times being in jogja i think now Marriott is the best choice to stay
Nice hotel with good location",Bagus Sekali,"8,0",4 Sep 2018,Perjalanan 2 malam
43,sg,"This is probably the best Marriott hotel I have ever stayed in across the Pacific. The hotel is very new, spotlessly clean, with super friendly staff. We got upgraded to the M Club floor, in a large corner room with a huge bathtub. The swimming pool is large and beautiful. The Kitchen, the hotel's restaurant on the lobby level offers a wide range of local and western food, the breakfast buffet is especially rich. I ordered oxtail soup for lunch and it was perfect. The M Lounge (for club members) offers complimentary drinks and snacks. The staff were very nice, especially Sofie and Lia, who provided great service. The hotel is next door to Hartono Mall, the newest and biggest shopping mall in the city. I would definitely return there when I come to Yogyakarta again.",Sempurna,"10,0",23 Agt 2018,Liburan romantis 3 malam
44,id,"Nice interior design,next to a big mall",Bagus Sekali,"8,0",17 Agt 2018,Perjalanan 2 malam
45,sg,"The room is spacious and the breakfast is very good.
The staff is also helpful and friendly.
However, the bathroom door should provide more privacy. It is too ""open"" now.
Overall, I am happy to have stay in Marriott",Sempurna,"10,0",12 Agt 2018,Perjalanan 2 malam
46,ph,Beautiful hotel. The accessibility to the Hartono mall is a big plus,Sempurna,"10,0",5 Agt 2018,Perjalanan 3 malam
47,sg,"Everything are nice and comfortable. It is a new hotel and the room design is modern and big. Bathroom has ceiling shower top and the bathroom door is a sliding door type. The room has two bathroom robes inside a wall drop, it has cloth iron and a iron board. Bed are comfy and clean. Staffs are extremely friendly and will assist your need. For cons; 1. Breakfast is not free or include in the package, you have to pay additional fee. 2. Free carpark are not inform by the staffs, even the car park attendants  unless you personally ask them/. If you are not hotel guest, you have to pay the car park fee. 3. Room cleaning at around night (8pm onwards) are terrible, some of the dirty robes and towel were not changed. Maybe becasue the room service staffs were rushing to go home? But morning and afternoon, the room service do a great job. The hotel beside is a shopping mall which is very convenient and has a pool.

Conclusion, i highly recommend it when there are 30%-40% discount.",Bagus Sekali,"8,0",26 Jul 2018,Perjalanan 3 malam
48,sg,Excellent stay at the hotel. Love the cleaniness of the rooms and the hotel surroundings. Next business trip definitely will recommend and stay there.,Sempurna,"10,0",18 Jul 2018,Perjalanan 1 malam
49,gb,This is the best hotel in Yogyakarta....very comfy to spend a vacation with my family,Sempurna,"10,0",14 Jun 2018,Perjalanan 3 malam
50,us,Great new clean hotel with friendly helpful service,Sempurna,"10,0",7 Jun 2018,Jalan-jalan keluarga 2 malam
51,us,I was there on business and the comfort of the hotel and the hospitality made my relaxation time very enjoyable.,Sempurna,"10,0",20 Mei 2018,Perjalanan bisnis 2 malam
52,sg,"Excellent service, food was good. Room was spacious. Overall great experience!",Bagus Sekali,"8,0",23 Mei 2018,Perjalanan 3 malam
53,sg,"Staffs are all very friendly and nice , always smiles on . The comfy of the room is awesome !",Bagus Sekali,"8,0",5 Apr 2018,Perjalanan 4 malam
54,au,The hotel staff are very welcoming and helpful. They gave us suggestions on places to see in town and I had a medical emergency the hotel drove me to the hospital and interpreted for us very good customer service,Sempurna,"10,0",31 Mar 2018,Perjalanan 2 malam
55,sg,"We are a group of 5 and we enjoyed our stay at this new hotel.
The facilities are excellent and we had a good time at the swimming pool.",Bagus Sekali,"8,0",20 Mar 2018,Perjalanan 2 malam
56,sg,Once again it was great experience with Marriott hotel in other destination. Excellent staff service.,Sempurna,"10,0",30 Mar 2018,Perjalanan 1 malam
57,my,"My only regret is that we did not have enough time to enjoy the hotel facilities like the pool and the gym on the 2nd floor due to our schedule. We travelled with my MIL who is on a wheelchair so we appreciated the staff help to make her movement around the hotel seamless plus when we asked for an extended checkout till 2pm, it was given without any question.",Sempurna,"10,0",24 Mar 2018,Perjalanan keluarga
58,id,very good and clean for staying with family,Bagus Sekali,"8,0",17 Mar 2018,Jalan-jalan keluarga 2 malam
59,us,New comfortable hotel. Staff is cordial. Enjoyed the stay.,Sempurna,"10,0",31 Des 2017,Jalan-jalan keluarga 2 malam
60,sg,"I was there with my partner for our honeymoon. The room was well decorated with lovely notes, roses and balloons by the staff. We got the privilege to be one of their VIPs, and receive the extra service from the housekeeping team where they will top up the necessities every night. All the staff will always greet us warmly and will always be ready to provide you with assistance. Great job for the top-notch service!",Sempurna,"10,0",27 Feb 2018,Perjalanan 4 malam
61,us,"So amazing... i love Marriott Yogya.
Nearby there is a big, neat and modern shopping Mall where almost everything is available",Sempurna,"10,0",18 Jan 2018,Liburan bersama teman 2 malam
62,sg,"Beautiful hotel excellent service especially Dichi, very friendly and helpful. But club access was disappointing. We paid $60 more per room.for club lounge access and they don't have food. Just drinks..",Sempurna,"10,0",6 Des 2017,Liburan bersama teman 4 malam
63,gb,The hotel us next to the mal BUT very far from the downtown. The hotel is new and spacious.,Bagus,"6,0",8 Des 2017,Perjalanan 1 malam
64,us,"Beautiful new hotel, amazing attention from the staff, they had ready breakfast to take away at 4:00am because we had to catch an early flight! Thank you so much!",Sempurna,"10,0",29 Nov 2017,Perjalanan 3 malam
65,kr,"클럽룸으로 했는데,룸도 크고 좋았어요 
직원들도 넘 친절했구요 다만 침구는 쏘쏘었습니다
그래도
꼭 다시 가고 싶은 호텔입니다",Sempurna,"10,0",5 Mar 2020,Jalan-jalan keluarga 2 malam
66,kr,족자 제일의 숙소 입니다,Sempurna,"10,0",18 Feb 2020,Jalan-jalan keluarga 3 malam
67,tw,很不錯！近乎於完美，早餐種類很多，品質很讚，旁邊有商場可以逛，小缺點是隔音不太好,Bagus Sekali,"8,0",11 Feb 2020,Jalan-jalan keluarga 3 malam
68,jp,スタッフの気遣い、応対力大変素晴らしかったです。,Sempurna,"10,0",8 Feb 2020,Perjalanan bisnis 2 malam
69,kr,"지은지 얼마 안되서 매우 깨끗하고 시설도 좋았다. 직원들도 좋았고, 족자카르타에서 이정도면 최고 호텔인 것 같다.",Sempurna,"10,0",13 Des 2019,Perjalanan 2 malam
70,it,"Lovely personal service in a good hotel 
Good food and nice choice
Clean room 
Easy check in & check out",Sempurna,"10,0",22 Okt 2019,Liburan romantis 2 malam
71,jp,"家族4人で宿泊の際にコネクテッドに変更できた
対応も素晴らしく是非、紹介したいHoteですl",Sempurna,"10,0",15 Agt 2019,Jalan-jalan keluarga 1 malam
72,de,"Gute Lage, neu aber etwas steril eingerichtet, toller Pool, Zimmer groß und sauber",Bagus Sekali,"8,0",28 Jul 2019,Jalan-jalan keluarga 2 malam
73,mx,El mejor,Sempurna,"10,0",24 Mei 2019,Liburan romantis 1 malam
74,kr,깨끗하고 좋았습니다,Sempurna,"10,0",27 Mar 2019,Perjalanan bisnis 1 malam
75,kr,Service was excellent and also the cleaness of the room was very satisfying.,Sempurna,"10,0",18 Feb 2019,Perjalanan bisnis 1 malam
76,jp,"大人３人で一部屋を予約。「朝食あり」を選択したのに、なぜか朝食は２人分しか付かないと言われた。旅行前やチェックイン時ならまだしも、朝食会場で突然言われて面食らう。
夜に帰宅し、全く掃除されていない部屋を見る。問い合わせると、「入り口のDONT　BOTHER」ボタンを押したからではないか」。何かの拍子で押したのかもしれないが、そのときまで存在に気付かず、チェックイン時に説明は全くなかった。
８０平方メートルのセミスイートに宿泊。部屋はきれいで広く、とても快適だった。しかし、隣の部屋、廊下、上の階の騒音がかなり大きかった。",Bagus,"6,0",31 Des 2018,Jalan-jalan keluarga 3 malam
77,jp,広々していて気持ちが良い。私のお部屋では朝４時過ぎにイスラムのお祈りが聞こえました。,Sempurna,"10,0",29 Des 2018,Perjalanan 2 malam
78,jp,＊＊＊＊＊＊＊＊＊＊＊＊＊＊,Sempurna,"10,0",23 Des 2018,Perjalanan 1 malam
79,jp,"結構、部屋も広くてよかった。朝食もGOODでした。
有難うございました。",Bagus Sekali,"8,0",29 Nov 2018,Perjalanan bisnis 1 malam
80,kr,"너무 만족합니다.
청결 친절 음식 very good 입니다",Sempurna,"10,0",10 Sep 2018,Jalan-jalan keluarga 2 malam
81,jp,,Bagus Sekali,"8,0",15 Sep 2018,Perjalanan 2 malam
82,tw,"在 市區應該是最新的飯店 設備一流 無論是硬體跟軟體的設施 全部都無話可說 住過了之後不會再想要住別家飯店 餐廳的Buffet也很棒 各種菜色非常齊全 尤其是他的蝦子, 的台灣澎湖的明蝦還要大隻 吃了就只會票價 重點是價格非常便宜 吃一頓 台幣500多快 就算你不會 說英文說印尼文 也可以放心的進去住 他們雖然不會講中文但是 會 想辦法把你 接待 得很好 下一次帶老婆帶女兒去我還是會選擇這一家 非常適合全家 ,一天百元美金的住宿費來說非常值得 住了絕對不會後悔 在市區雖然還有更低費用的飯店可以選擇 但是去住了感覺就會非常的差 這一家飯店住了之後會為你的行程帶來美好 非常有加分的作用",Sempurna,"10,0",18 Jul 2018,Perjalanan 3 malam
83,kr,It was very nice experience in jokja and so kind and good service that will not forget in my life. Good. I will back again,Sempurna,"10,0",18 Jun 2018,Jalan-jalan keluarga 1 malam
84,kr,It was new and clean hotel. We checked in really late time but staffs were really kind and friendly. I definitely will stay this hotel for  next trave to Yogyakarta,Sempurna,"10,0",18 Des 2017,Perjalanan bisnis 1 malam
85,kr,"Everything in this hotel is new and clean. I enjoyed the stay. Pool opens 24 hours which is also good to me enjoying swimming at night. Food is also great! But, spa and massage is not yet ready because this hotel is just opened. Staffs are all kind!",Sempurna,"10,0",4 Des 2017,Perjalanan bisnis 2 malam
86,gb,,Sempurna,"10,0",2 Mar 2020,Perjalanan bisnis 1 malam
87,sg,,Bagus Sekali,"8,0",18 Feb 2020,Perjalanan 2 malam
88,id,,Sempurna,"10,0",26 Feb 2020,Perjalanan 1 malam
89,as,,Bagus Sekali,"8,0",10 Jan 2020,Perjalanan 2 malam
90,es,,Bagus Sekali,"8,0",27 Des 2019,Perjalanan 2 malam
91,kr,,Sempurna,"10,0",27 Des 2019,Jalan-jalan keluarga 3 malam
92,us,,Bagus,"6,0",24 Des 2019,Perjalanan 2 malam
93,my,,Sempurna,"10,0",26 Des 2019,Perjalanan 3 malam
94,sg,,Bagus Sekali,"8,0",10 Des 2019,Perjalanan 2 malam
95,id,,Sempurna,"10,0",14 Okt 2019,Perjalanan bisnis 2 malam
96,kr,,Sempurna,"10,0",18 Sep 2019,Jalan-jalan keluarga 2 malam
97,sg,,Sempurna,"10,0",27 Sep 2019,Jalan-jalan keluarga 3 malam
98,jp,,Sempurna,"10,0",28 Agt 2019,Perjalanan 2 malam
99,jp,,Sempurna,"10,0",14 Agt 2019,Liburan bersama teman 3 malam
100,sg,,Sempurna,"10,0",7 Agt 2019,Perjalanan 2 malam
101,id,,Sempurna,"10,0",29 Jul 2019,Liburan romantis 2 malam
102,jp,,Sempurna,"10,0",23 Jul 2019,Perjalanan 1 malam
103,my,,Sempurna,"10,0",12 Jul 2019,Perjalanan 2 malam
104,us,,Sempurna,"10,0",6 Mei 2019,Perjalanan bisnis 3 malam
105,jp,,Sempurna,"10,0",4 Mei 2019,Perjalanan 1 malam
106,fr,,Bagus Sekali,"8,0",16 Apr 2019,Jalan-jalan keluarga 14 malam
107,as,,Sempurna,"10,0",17 Mar 2019,Liburan bersama teman 2 malam
108,id,,Sempurna,"10,0",9 Feb 2019,Jalan-jalan keluarga 1 malam
109,jp,,Sempurna,"10,0",8 Feb 2019,Liburan romantis 2 malam
110,au,,Sempurna,"10,0",28 Jan 2019,Perjalanan bisnis 2 malam
111,au,,Bagus,"6,0",1 Jan 2019,Perjalanan 4 malam
112,kr,,Sempurna,"10,0",30 Nov 2018,Perjalanan 1 malam
113,my,,Bagus Sekali,"8,0",25 Nov 2018,Perjalanan 3 malam
114,id,,Sempurna,"10,0",5 Nov 2018,Liburan romantis 2 malam
115,kr,,Sempurna,"10,0",21 Okt 2018,Liburan romantis 3 malam
116,my,,Sempurna,"10,0",8 Okt 2018,Perjalanan bisnis 1 malam
117,jp,,Bagus Sekali,"8,0",13 Sep 2018,Perjalanan 4 malam
118,us,,Sempurna,"10,0",15 Sep 2018,Liburan romantis 1 malam
119,jp,,Sempurna,"10,0",9 Agt 2018,Perjalanan 3 malam
120,id,,Sempurna,"10,0",20 Jun 2018,Jalan-jalan keluarga 3 malam
121,jp,,Sempurna,"10,0",20 Mei 2018,Liburan bersama teman 2 malam
122,id,,Bagus Sekali,"8,0",8 Mei 2018,Perjalanan keluarga
123,ca,,Sempurna,"10,0",20 Feb 2018,Perjalanan bersama teman
124,as,,Bagus Sekali,"8,0",27 Des 2017,Jalan-jalan keluarga 1 malam
125,as,,Sempurna,"10,0",13 Des 2017,Liburan romantis 2 malam
126,as,,Sempurna,"10,0",8 Des 2017,Jalan-jalan keluarga 1 malam
